"","ID","human_entrez","name","B_vs_A_p.val","C_vs_A_p.val","B_vs_A_p.adj","C_vs_A_p.adj","B_vs_A_significant","C_vs_A_significant","significant","B_vs_A_ratio","C_vs_A_ratio","A_centered","B_centered","C_centered"
"162","O15270",9517,"SPTLC2",0.299865341100292,0.349788145357289,1,0.00224,FALSE,FALSE,FALSE,0.235,0.212,-0.149,0.0859,0.0629
"163","O15294",8473,"OGT",0.343552133623186,0.161762733279557,1,0.000139,FALSE,FALSE,FALSE,0.215,0.317,-0.177,0.0374,0.14
"164","O15305",5373,"PMM2",0.92176071554433,0.196993415153634,1,0.000284,FALSE,FALSE,FALSE,0.0222,0.292,-0.105,-0.0826,0.187
"165","O15321",10548,"TM9SF1",0.0666027130941892,0.141563279112827,1,8.51e-05,FALSE,FALSE,FALSE,0.415,0.333,-0.249,0.166,0.0835
"166","O15327",8821,"INPP4B",0.189734479632156,0.0377738216502667,1,4.51e-07,FALSE,FALSE,FALSE,0.297,0.47,-0.256,0.0412,0.215
"167","O15344",4281,"MID1",0.0714643783134686,0.00457093651526115,1,3.76e-11,FALSE,TRUE,TRUE,0.408,0.642,-0.35,0.0581,0.292
"168","O15347",3149,"HMGB3",0.699479400973017,0.195339257241337,1,0.000275,FALSE,FALSE,FALSE,0.0874,0.293,-0.127,-0.0395,0.166
"169","O15355",5496,"PPM1G",0.293289645760555,0.22411712385256,1,0.000451,FALSE,FALSE,FALSE,0.238,0.275,-0.171,0.0669,0.104
"170","O15357",3636,"INPPL1",0.963328119798273,0.212853950073424,1,0.000375,FALSE,FALSE,FALSE,0.0104,0.282,-0.0975,-0.0871,0.185
"171","O15371",8664,"EIF3D",0.809532797028241,0.245919873161509,1,0.000633,FALSE,FALSE,FALSE,0.0546,0.263,-0.106,-0.0512,0.157
"172","O15372",8667,"EIF3H",0.418373803339927,0.453431717396486,1,0.0056,FALSE,FALSE,FALSE,0.183,0.17,-0.118,0.0656,0.0521
"173","O15381",4931,"NVL",0.285844469169576,0.0476957339126602,1,1.18e-06,FALSE,FALSE,FALSE,0.242,0.448,-0.23,0.0117,0.218
"174","O15382",587,"BCAT2",0.779543000585555,0.0926610541112881,1,1.7e-05,FALSE,FALSE,FALSE,0.0634,0.381,-0.148,-0.0847,0.233
"175","O15392",332,"BIRC5",0.142421978986025,0.0615580448734469,1,3.31e-06,FALSE,FALSE,FALSE,-0.332,0.423,-0.0304,-0.363,0.393
"176","O15397",10526,"IPO8",0.126851361106447,0.891875929565894,1,0.0466,FALSE,FALSE,FALSE,0.346,0.0308,-0.126,0.22,-0.0947
"177","O15427",9123,"SLC16A3",0.257687792369395,0.31840352596886,1,0.0016,FALSE,FALSE,FALSE,0.256,0.226,-0.161,0.0956,0.0652
"178","O15431",1317,"SLC31A1",0.70323507065507,0.118254641581334,1,4.29e-05,FALSE,FALSE,FALSE,-0.0863,-0.354,0.147,0.0604,-0.207
"179","O15446",10849,"CD3EAP",0.333153938004496,0.152233679727351,1,0.000111,FALSE,FALSE,FALSE,0.219,0.324,-0.181,0.038,0.143
"180","O15460",8974,"P4HA2",0.833576545765862,0.658348914512718,1,0.0194,FALSE,FALSE,FALSE,0.0476,-0.1,0.0175,0.0651,-0.0826
"181","O15484",726,"CAPN5",0.198246578259014,0.0743779509109307,1,7.13e-06,FALSE,FALSE,FALSE,0.291,0.404,-0.232,0.0596,0.172
"182","O15498",10652,"YKT6",0.44022656506492,0.0734242931238571,1,6.78e-06,FALSE,FALSE,FALSE,0.175,0.405,-0.193,-0.0186,0.212
"183","O15511",10092,"ARPC5",0.953753871958185,0.63311345493121,1,0.0172,FALSE,FALSE,FALSE,0.0131,0.108,-0.0404,-0.0273,0.0677
"184","O15514",5433,"POLR2D",0.0814492523136937,0.218151897832488,1,0.000409,FALSE,FALSE,FALSE,0.395,0.279,-0.225,0.17,0.0544
"185","O15551",1365,"CLDN3",0.221696473851727,0.286476915840846,1,0.0011,FALSE,FALSE,FALSE,0.277,0.241,-0.173,0.104,0.0687
"186","O43143",1665,"DHX15",0.325478584139078,0.0643070675190055,1,3.96e-06,FALSE,FALSE,FALSE,0.223,0.419,-0.214,0.00879,0.205
"187","O43148",8731,"RNMT",0.408297383233769,0.189304297855495,1,0.000246,FALSE,FALSE,FALSE,0.187,0.297,-0.162,0.0258,0.136
"188","O43156",9675,"TTI1",0.404633868137423,0.738743011005148,1,0.0276,FALSE,FALSE,FALSE,-0.189,0.0755,0.0377,-0.151,0.113
"189","O43159",23378,"RRP8",0.43433048431895,0.0718114840322913,1,6.22e-06,FALSE,FALSE,FALSE,0.177,0.408,-0.195,-0.0179,0.213
"190","O43169",80777,"CYB5B",0.193773424078915,0.681729325298159,1,0.0217,FALSE,FALSE,FALSE,0.294,0.0929,-0.129,0.165,-0.0362
"191","O43172",9128,"PRPF4",0.578253408655162,0.138905537248144,1,7.93e-05,FALSE,FALSE,FALSE,0.126,0.335,-0.154,-0.0278,0.181
"192","O43175",26227,"PHGDH",0.26035765064329,0.0862005856177563,1,1.28e-05,FALSE,FALSE,FALSE,0.255,0.389,-0.215,0.0404,0.174
"193","O43181",4724,"NDUFS4",0.915202919469363,0.295871641318762,1,0.00123,FALSE,FALSE,FALSE,0.0241,0.237,-0.087,-0.0628,0.15
"194","O43237",1783,"DYNC1LI2",0.903149659228228,0.230560337492309,1,0.000501,FALSE,FALSE,FALSE,0.0276,0.272,-0.0997,-0.0721,0.172
"195","O43242",5709,"PSMD3",0.759161878560073,0.281637765579271,1,0.00103,FALSE,FALSE,FALSE,0.0694,0.244,-0.104,-0.035,0.139
"196","O43252",9061,"PAPSS1",0.199499980495025,0.154658747247267,1,0.000118,FALSE,FALSE,FALSE,0.291,0.322,-0.204,0.0863,0.118
"197","O43264",9183,"ZW10",0.512276129137425,0.0842604848066098,1,1.17e-05,FALSE,FALSE,FALSE,0.148,0.391,-0.18,-0.0314,0.211
"198","O43278",6692,"SPINT1",0.949180468673342,0.806473916836477,1,0.0356,FALSE,FALSE,FALSE,0.0144,0.0555,-0.0233,-0.00887,0.0322
"199","O43290",9092,"SART1",0.381763900903147,0.23634316379778,1,0.000549,FALSE,FALSE,FALSE,0.198,0.268,-0.155,0.0427,0.113
"200","O43292",8733,"GPAA1",0.524279652500153,0.157083884000622,1,0.000125,FALSE,FALSE,FALSE,0.144,0.32,-0.155,-0.0107,0.166
"201","O43324",9521,"EEF1E1",0.441394945869327,0.153966172586366,1,0.000116,FALSE,FALSE,FALSE,0.174,0.323,-0.166,0.00861,0.157
"202","O43390",10236,"HNRNPR",0.413925261157566,0.153216463182207,1,0.000114,FALSE,FALSE,FALSE,0.185,0.323,-0.17,0.0155,0.154
"203","O43395",9129,"PRPF3",0.162534024862026,0.100704533595598,1,2.34e-05,FALSE,FALSE,FALSE,0.316,0.372,-0.229,0.087,0.142
"204","O43396",9352,"TXNL1",0.560928439200539,0.0130579141689387,1,4.23e-09,FALSE,FALSE,FALSE,0.132,0.562,-0.231,-0.0996,0.331
"205","O43399",7165,"TPD52L2",0.539947526722525,0.334713238472341,1,0.00191,FALSE,FALSE,FALSE,0.139,0.218,-0.119,0.0197,0.0994
"206","O43426",8867,"SYNJ1",0.555184734336138,0.0014427240010589,1,1.68e-13,FALSE,TRUE,TRUE,0.134,0.722,-0.285,-0.151,0.437
"207","O43427",9158,"FIBP",0.657610673431911,0.152139926128653,1,0.000111,FALSE,FALSE,FALSE,0.1,0.324,-0.142,-0.0412,0.183
"208","O43447",10465,"PPIH",0.638533081558953,0.0846597206200635,1,1.19e-05,FALSE,FALSE,FALSE,0.106,0.391,-0.166,-0.0592,0.225
"209","O43464",27429,"HTRA2",0.713520169540115,0.0703759625442949,1,5.74e-06,FALSE,FALSE,FALSE,0.0831,0.41,-0.164,-0.0812,0.246
"210","O43488",8574,"AKR7A2",0.0594781258215667,0.0325497177032918,1,2.38e-07,FALSE,FALSE,FALSE,0.427,0.484,-0.304,0.123,0.18
"211","O43491",2037,"EPB41L2",0.112636304845627,0.00762050060246142,1,3.96e-10,FALSE,TRUE,TRUE,0.359,0.604,-0.321,0.0381,0.283
"212","O43493",10618,"TGOLN2",0.0669043922541597,0.0373505564136622,1,4.31e-07,FALSE,FALSE,FALSE,0.415,0.472,-0.296,0.119,0.176
"213","O43504",10542,"LAMTOR5",0.992219964565157,0.0795708494977551,1,9.24e-06,FALSE,FALSE,FALSE,0.00221,0.397,-0.133,-0.131,0.264
"214","O43570",771,"CA12",0.995407353742567,0.0332974956006721,1,2.63e-07,FALSE,FALSE,FALSE,0.0013,0.482,-0.161,-0.16,0.321
"215","O43583",8562,"DENR",0.613175605707054,0.145438244887749,1,9.39e-05,FALSE,FALSE,FALSE,-0.114,0.33,-0.0717,-0.186,0.258
"216","O43592",11260,"XPOT",0.417334661921195,0.117003640032136,1,4.13e-05,FALSE,FALSE,FALSE,0.184,0.355,-0.18,0.00412,0.175
"217","O43598",10591,"DNPH1",0.0726945133968336,0.00940759406562033,1,9.9e-10,FALSE,TRUE,TRUE,0.406,0.588,-0.332,0.0749,0.257
"218","O43615",10469,"TIMM44",0.0534156383468338,0.0308464304674014,1,1.88e-07,FALSE,FALSE,FALSE,0.437,0.489,-0.309,0.129,0.18
"219","O43617",27095,"TRAPPC3",0.633256878628597,0.133226882836484,1,6.78e-05,FALSE,FALSE,FALSE,0.108,0.34,-0.149,-0.0413,0.191
"220","O43633",27243,"CHMP2A",0.918849491261082,0.637711365367928,1,0.0176,FALSE,FALSE,FALSE,0.0231,0.107,-0.0432,-0.0202,0.0634
"221","O43657",7105,"TSPAN6",0.0452960095259002,0.426976642702326,1,0.00455,FALSE,FALSE,FALSE,-0.453,0.18,0.0912,-0.362,0.271
"222","O43660",5356,"PLRG1",0.246922115494736,0.0881456822471439,1,1.4e-05,FALSE,FALSE,FALSE,0.262,0.386,-0.216,0.0461,0.17
"223","O43663",9055,"PRC1",0.00708849789374015,0.569864190951705,1,0.0122,TRUE,FALSE,TRUE,-0.61,0.129,0.16,-0.449,0.289
"224","O43670",7756,"ZNF207",0.413934323213511,0.322400622575622,1,0.00167,FALSE,FALSE,FALSE,0.185,0.224,-0.136,0.0487,0.0877
"225","O43674",4711,"NDUFB5",0.800979989491424,0.691633712038197,1,0.0227,FALSE,FALSE,FALSE,0.0571,0.0898,-0.049,0.00812,0.0409
"226","O43676",4709,"NDUFB3",0.137808399299852,0.0562023965120405,1,2.28e-06,FALSE,FALSE,FALSE,0.336,0.432,-0.256,0.0799,0.176
"227","O43678",4695,"NDUFA2",0.944702934811541,0.863255179950478,1,0.0428,FALSE,FALSE,FALSE,-0.0157,0.039,-0.00777,-0.0235,0.0312
"228","O43681",439,"ASNA1",0.315046334703611,0.143302125896443,1,8.9e-05,FALSE,FALSE,FALSE,0.228,0.331,-0.186,0.0412,0.145
"229","O43684",9184,"BUB3",0.995718735055834,0.290246583883195,1,0.00115,FALSE,FALSE,FALSE,0.00122,0.24,-0.0802,-0.079,0.159
"230","O43707",81,"ACTN4",0.30980999343389,0.196620462339242,1,0.000282,FALSE,FALSE,FALSE,0.23,0.292,-0.174,0.0559,0.118
"231","O43708",2954,"GSTZ1",0.145000945028077,0.0766367438608052,1,8.02e-06,FALSE,FALSE,FALSE,0.33,0.401,-0.244,0.0864,0.157
"232","O43709",114049,"WBSCR22",0.917634375445748,0.108001678713675,1,3.05e-05,FALSE,FALSE,FALSE,0.0234,0.364,-0.129,-0.106,0.235
"233","O43716",283459,"GATC",0.979359072649928,0.440599426469556,1,0.00507,FALSE,FALSE,FALSE,0.00586,0.175,-0.0602,-0.0543,0.114
"234","O43719",27336,"HTATSF1",0.456392097910725,0.940526142978355,1,0.0532,FALSE,FALSE,FALSE,0.169,0.0169,-0.0619,0.107,-0.045
"235","O43747",164,"AP1G1",0.477858870942157,0.272279555481802,1,0.000917,FALSE,FALSE,FALSE,0.161,0.249,-0.136,0.0243,0.112
"236","O43765",6449,"SGTA",0.370755727950187,0.17397968829856,1,0.000182,FALSE,FALSE,FALSE,0.203,0.308,-0.17,0.0325,0.138
"237","O43768",2029,"ENSA",0.804306482833915,0.75286848364754,1,0.0292,FALSE,FALSE,FALSE,0.0561,-0.0713,0.00506,0.0612,-0.0662
"238","O43772",788,"SLC25A20",0.383035736587868,0.0141795905662146,1,6.16e-09,FALSE,FALSE,FALSE,0.198,0.556,-0.251,-0.0535,0.304
"239","O43776",4677,"NARS",0.701801668594964,0.194717235672597,1,0.000272,FALSE,FALSE,FALSE,0.0867,0.294,-0.127,-0.0401,0.167
"240","O43795",4430,"MYO1B",0.306655351625514,0.26641066743141,1,0.000849,FALSE,FALSE,FALSE,0.232,0.252,-0.161,0.0704,0.0906
"241","O43805",8636,"SSNA1",0.743409832999342,0.436616724368734,1,0.00492,FALSE,FALSE,FALSE,0.0741,0.176,-0.0834,-0.0093,0.0927
"242","O43809",11051,"NUDT21",0.47243610853247,0.123189709711765,1,5.02e-05,FALSE,FALSE,FALSE,0.163,0.349,-0.171,-0.00789,0.179
"243","O43813",10314,"LANCL1",0.494460353872968,0.284923570730934,1,0.00108,FALSE,FALSE,FALSE,0.155,0.242,-0.132,0.0224,0.11
"244","O43815",6801,"STRN",0.503858317844628,0.156019507405557,1,0.000122,FALSE,FALSE,FALSE,0.151,0.321,-0.158,-0.00617,0.164
"245","O43818",9136,"RRP9",0.397153375111795,0.16526866402525,1,0.000151,FALSE,FALSE,FALSE,0.192,0.314,-0.169,0.0231,0.146
"246","O43823",10270,"AKAP8",0.898846377812992,0.0795893899435287,1,9.25e-06,FALSE,FALSE,FALSE,0.0288,0.397,-0.142,-0.113,0.255
"247","O43826",2542,"SLC37A4",0.147825679644324,0.0770925405627151,1,8.2e-06,FALSE,FALSE,FALSE,0.328,0.4,-0.243,0.0851,0.158
"248","O43837",3420,"IDH3B",0.831531565260376,0.577490546068354,1,0.0128,FALSE,FALSE,FALSE,0.0482,0.126,-0.0581,-0.00993,0.068
"249","O43847",4898,"NRD1",0.855306086820511,0.199789884040703,1,0.000298,FALSE,FALSE,FALSE,0.0413,0.29,-0.111,-0.0693,0.18
"250","O43852",813,"CALU",0.255429945555265,0.162165076185273,1,0.000141,FALSE,FALSE,FALSE,0.258,0.317,-0.191,0.0662,0.125
"251","O43865",10768,"AHCYL1",0.394918910706866,0.571179776948673,1,0.0123,FALSE,FALSE,FALSE,0.193,0.128,-0.107,0.0857,0.0213
"252","O43896",10749,"KIF1C",0.542483593681398,0.10382363432206,1,2.63e-05,FALSE,FALSE,FALSE,0.138,0.368,-0.169,-0.0308,0.2
"253","O43913",5001,"ORC5",0.340725988513356,0.0123137651314795,1,3.26e-09,FALSE,FALSE,FALSE,0.216,0.567,-0.261,-0.0451,0.306
"254","O43920",4725,"NDUFS5",0.471657740999151,0.212273856443303,1,0.000372,FALSE,FALSE,FALSE,0.163,0.283,-0.149,0.0145,0.134
"255","O43924",5147,"PDE6D",0.920431819897707,0.27959213870602,1,0.00101,FALSE,FALSE,FALSE,0.0226,0.245,-0.0892,-0.0665,0.156
"256","O60216",5885,"RAD21",0.572045778994243,0.175731065838463,1,0.000188,FALSE,FALSE,FALSE,0.128,0.307,-0.145,-0.0169,0.162
"257","O60218",57016,"AKR1B10",0.662767947363406,2.14581929875661e-05,1,7.56e-16,FALSE,TRUE,TRUE,0.0988,0.963,-0.354,-0.255,0.609
"258","O60220",1678,"TIMM8A",0.183993732435733,0.131078697396976,1,6.37e-05,FALSE,FALSE,FALSE,0.301,0.342,-0.214,0.0866,0.128
"259","O60231",8449,"DHX16",0.701679267994551,0.926180273100317,1,0.0512,FALSE,FALSE,FALSE,0.0868,0.021,-0.0359,0.0508,-0.0149
"260","O60232",10534,"SSSCA1",0.69517360357432,0.260911076571448,1,0.000787,FALSE,FALSE,FALSE,0.0887,0.255,-0.114,-0.0257,0.14
"261","O60244",9282,"MED14",0.602269422824199,0.165590164601957,1,0.000152,FALSE,FALSE,FALSE,0.118,0.314,-0.144,-0.026,0.17
"262","O60245",5099,"PCDH7",0.62327936228293,0.438799930950306,1,0.005,FALSE,FALSE,FALSE,-0.111,0.175,-0.0214,-0.133,0.154
"263","O60256",5636,"PRPSAP2",0.501993509893686,0.193807668695597,1,0.000268,FALSE,FALSE,FALSE,0.152,0.294,-0.149,0.00327,0.146
"264","O60264",8467,"SMARCA5",0.97719178851099,0.475782477547137,1,0.00662,FALSE,FALSE,FALSE,-0.00648,0.162,-0.0517,-0.0582,0.11
"265","O60271",9043,"SPAG9",0.979192016523504,0.392607511570462,1,0.00338,FALSE,FALSE,FALSE,0.00591,0.194,-0.0665,-0.0606,0.127
"266","O60287",9875,"URB1",0.540197739127718,0.0969631823299488,1,2.03e-05,FALSE,FALSE,FALSE,0.139,0.376,-0.172,-0.0328,0.204
"267","O60306",9716,"AQR",0.156934579908876,0.063745377651163,1,3.82e-06,FALSE,FALSE,FALSE,0.321,0.42,-0.247,0.0738,0.173
"268","O60313",4976,"OPA1",0.404733875369771,0.234400025373811,1,0.000532,FALSE,FALSE,FALSE,0.189,0.269,-0.153,0.036,0.117
"269","O60341",23028,"KDM1A",0.454413157845867,0.195218524751847,1,0.000275,FALSE,FALSE,FALSE,0.169,0.293,-0.154,0.0152,0.139
"270","O60343",9882,"TBC1D4",0.349618333564555,0.0894338324873101,1,1.48e-05,FALSE,FALSE,FALSE,0.212,0.385,-0.199,0.013,0.186
"271","O60437",5493,"PPL",0.403336599620886,0.272871750174599,1,0.000924,FALSE,FALSE,FALSE,0.189,0.248,-0.146,0.0434,0.102
"272","O60488",2182,"ACSL4",0.669954611321192,0.408791441290998,1,0.0039,FALSE,FALSE,FALSE,0.0965,0.187,-0.0945,0.00199,0.0925
"273","O60493",8724,"SNX3",0.957908961122005,0.338770499381694,1,0.00199,FALSE,FALSE,FALSE,0.012,0.217,-0.0762,-0.0642,0.14
"274","O60502",10724,"MGEA5",0.370824966939154,0.0517499077725546,1,1.63e-06,FALSE,FALSE,FALSE,0.203,0.441,-0.214,-0.0117,0.226
"275","O60504",10174,"SORBS3",0.500777420365222,0.0967083062557777,1,2.01e-05,FALSE,FALSE,FALSE,0.152,0.376,-0.176,-0.0237,0.2
"276","O60506",10492,"SYNCRIP",0.614758323338013,0.160015306633515,1,0.000134,FALSE,FALSE,FALSE,0.114,0.318,-0.144,-0.0301,0.174
"277","O60508",51362,"CDC40",0.88454568650115,0.266278941840414,1,0.000847,FALSE,FALSE,FALSE,0.0329,0.252,-0.0949,-0.062,0.157
"278","O60518",26953,"RANBP6",0.428741106672151,0.0247694776557004,1,7.38e-08,FALSE,FALSE,FALSE,0.179,0.508,-0.229,-0.05,0.279
"279","O60547",2762,"GMDS",0.5483644921418,0.0855052376252448,1,1.24e-05,FALSE,FALSE,FALSE,0.136,0.389,-0.175,-0.0392,0.214
"280","O60566",701,"BUB1B",0.362561452163838,0.0133202287207011,1,4.62e-09,FALSE,FALSE,FALSE,0.206,0.561,-0.256,-0.0494,0.305
"281","O60568",8985,"PLOD3",0.316446250316528,0.366763505843565,1,0.00265,FALSE,FALSE,FALSE,0.227,0.204,-0.144,0.0831,0.0606
"282","O60573",9470,"EIF4E2",0.739410968663319,0.185232733331921,1,0.000228,FALSE,FALSE,FALSE,0.0753,0.3,-0.125,-0.0498,0.175
"283","O60610",1729,"DIAPH1",0.953644668184287,0.232581375619848,1,0.000517,FALSE,FALSE,FALSE,0.0132,0.27,-0.0945,-0.0813,0.176
"284","O60613",9403,"SEP15",0.424855084931299,0.162053532884002,1,0.00014,FALSE,FALSE,FALSE,0.181,0.317,-0.166,0.0149,0.151
"285","O60645",11336,"EXOC3",0.299271598320684,0.213791985104738,1,0.000381,FALSE,FALSE,FALSE,0.235,0.282,-0.172,0.0629,0.109
"286","O60664",10226,"PLIN3",0.677433840501124,0.169477697794494,1,0.000165,FALSE,FALSE,FALSE,0.0942,0.311,-0.135,-0.0409,0.176
"287","O60678",10196,"PRMT3",0.949088820846919,0.165767605103193,1,0.000152,FALSE,FALSE,FALSE,0.0145,0.314,-0.109,-0.095,0.204
"288","O60684",23633,"KPNA6",0.289542556943574,0.0926134524732396,1,1.7e-05,FALSE,FALSE,FALSE,0.24,0.381,-0.207,0.0329,0.174
"289","O60701",7358,"UGDH",0.0835665303717715,0.0737500735380338,1,6.9e-06,FALSE,FALSE,FALSE,0.392,0.405,-0.266,0.126,0.139
"290","O60716",1500,"CTNND1",0.593581728797784,0.3732430052889,1,0.00282,FALSE,FALSE,FALSE,0.121,0.202,-0.108,0.0134,0.0942
"291","O60739",10289,"EIF1B",0.863594307982559,0.548440436119621,1,0.0108,FALSE,FALSE,FALSE,0.0389,0.136,-0.0583,-0.0194,0.0776
"292","O60749",6643,"SNX2",0.96810976127836,0.375176073676134,1,0.00288,FALSE,FALSE,FALSE,0.00905,0.201,-0.07,-0.0609,0.131
"293","O60762",8813,"DPM1",0.68148132565617,0.271136294734623,1,0.000903,FALSE,FALSE,FALSE,0.093,0.249,-0.114,-0.0211,0.135
"294","O60763",8615,"USO1",0.508351662466931,0.23761783199916,1,0.000559,FALSE,FALSE,FALSE,0.15,0.267,-0.139,0.0107,0.128
"295","O60783",63931,"MRPS14",0.860838258630426,0.785163225535316,1,0.033,FALSE,FALSE,FALSE,-0.0397,0.0617,-0.00734,-0.047,0.0544
"296","O60784",10043,"TOM1",0.0657744309663351,0.0180079984360915,1,1.79e-08,FALSE,FALSE,FALSE,0.417,0.536,-0.317,0.0992,0.218
"297","O60825",5208,"PFKFB2",0.863492163036885,0.0435216105858048,1,8.12e-07,FALSE,FALSE,FALSE,0.0389,0.457,-0.165,-0.126,0.292
"298","O60826",28952,"CCDC22",0.368859248916555,0.181433852892132,1,0.000212,FALSE,FALSE,FALSE,0.204,0.303,-0.169,0.0348,0.134
"299","O60830",10245,"TIMM17B",0.605691461775692,0.89126239347501,1,0.0465,FALSE,FALSE,FALSE,-0.117,-0.031,0.0493,-0.0676,0.0183
"300","O60831",11230,"PRAF2",0.29389144212667,0.186406517302161,1,0.000233,FALSE,FALSE,FALSE,0.238,0.299,-0.179,0.0587,0.12
"301","O60832",1736,"DKC1",0.244615354361449,0.270376926740631,1,0.000894,FALSE,FALSE,FALSE,0.264,0.25,-0.171,0.0925,0.0786
"302","O60841",9669,"EIF5B",0.836397270652983,0.320303868027513,1,0.00163,FALSE,FALSE,FALSE,-0.0468,0.225,-0.0594,-0.106,0.166
"303","O60869",8721,"EDF1",0.00635316178678257,0.0238929341208818,1,6.31e-08,TRUE,FALSE,TRUE,0.618,0.512,-0.377,0.242,0.135
"304","O60879",1730,"DIAPH2",0.970036647836448,0.295011261293331,1,0.00122,FALSE,FALSE,FALSE,-0.00851,0.237,-0.0762,-0.0847,0.161
"305","O60884",10294,"DNAJA2",0.463706568642294,0.0611715844812967,1,3.22e-06,FALSE,FALSE,FALSE,0.166,0.424,-0.197,-0.0307,0.227
"306","O60888",51596,"CUTA",0.830692571752976,0.304056964871242,1,0.00136,FALSE,FALSE,FALSE,0.0484,0.233,-0.0937,-0.0453,0.139
"307","O60921",3364,"HUS1",0.2256567172523,0.0787113370744479,1,8.88e-06,FALSE,FALSE,FALSE,0.274,0.398,-0.224,0.0502,0.174
"308","O60925",5201,"PFDN1",0.80268053379462,0.175271422202577,1,0.000187,FALSE,FALSE,FALSE,0.0566,0.307,-0.121,-0.0646,0.186
"309","O60927",6992,"PPP1R11",0.00669394117642098,4.81065293233042e-06,1,7.56e-16,TRUE,TRUE,TRUE,0.614,1.04,-0.55,0.0642,0.486
"310","O60934",4683,"NBN",0.108835679185418,0.260616597045826,1,0.000784,FALSE,FALSE,FALSE,0.363,0.255,-0.206,0.157,0.0488
"311","O60936",8996,"NOL3",0.75880195347206,0.173546195897365,1,0.00018,FALSE,FALSE,FALSE,0.0695,0.308,-0.126,-0.0564,0.182
"312","O75027",22,"ABCB7",0.14442400757039,0.297302062871468,1,0.00125,FALSE,FALSE,FALSE,0.331,0.236,-0.189,0.142,0.0472
"313","O75044",23380,"SRGAP2",0.894302530489056,0.0076257397156018,1,3.97e-10,FALSE,TRUE,TRUE,0.0301,0.604,-0.211,-0.181,0.393
"314","O75054",3321,"IGSF3",0.972921047977178,0.150139368969054,1,0.000106,FALSE,FALSE,FALSE,0.00769,0.326,-0.111,-0.104,0.215
"315","O75083",9948,"WDR1",0.95359994229815,0.187541543901196,1,0.000238,FALSE,FALSE,FALSE,0.0132,0.298,-0.104,-0.0907,0.195
"316","O75110",10079,"ATP9A",0.0611493444937971,0.00807183515864332,1,5.15e-10,FALSE,TRUE,TRUE,0.424,0.6,-0.341,0.0827,0.259
"317","O75116",9475,"ROCK2",0.427993449927873,0.39407190108628,1,0.00343,FALSE,FALSE,FALSE,0.18,0.193,-0.124,0.0553,0.0688
"318","O75122",23122,"CLASP2",0.600580648203949,0.0546568058075985,1,2.04e-06,FALSE,FALSE,FALSE,0.119,0.435,-0.185,-0.066,0.251
"319","O75127",26024,"PTCD1",0.282827955360364,0.224711143164225,1,0.000456,FALSE,FALSE,FALSE,0.243,0.275,-0.173,0.0705,0.102
"320","O75128",23242,"COBL",0.66539887408291,0.374520493599098,1,0.00286,FALSE,FALSE,FALSE,-0.0979,0.201,-0.0344,-0.132,0.167
"321","O75131",8895,"CPNE3",0.41939677356126,0.110324897408394,1,3.3e-05,FALSE,FALSE,FALSE,0.183,0.362,-0.182,0.00137,0.18
"322","O75146",9026,"HIP1R",0.77128182013702,0.0474887225381738,1,1.16e-06,FALSE,FALSE,FALSE,0.0658,0.449,-0.172,-0.106,0.277
"323","O75147",23363,"OBSL1",0.778366689685002,0.838722861593033,1,0.0396,FALSE,FALSE,FALSE,0.0637,0.0461,-0.0366,0.0271,0.00948
"324","O75150",9810,"RNF40",0.381207435891762,0.392960472153999,1,0.0034,FALSE,FALSE,FALSE,0.198,0.193,-0.131,0.0677,0.0629
"325","O75152",9877,"ZC3H11A",0.689837335317667,0.287686428156827,1,0.00111,FALSE,FALSE,FALSE,0.0904,0.241,-0.11,-0.02,0.13
"326","O75153",23277,"CLUH",0.520319227862776,0.263154547094742,1,0.000812,FALSE,FALSE,FALSE,0.146,0.253,-0.133,0.0126,0.12
"327","O75165",23317,"DNAJC13",0.752611550991679,0.220036295773015,1,0.000422,FALSE,FALSE,FALSE,0.0714,0.278,-0.116,-0.045,0.161
"328","O75175",4849,"CNOT3",0.683950694371517,0.0844159653041271,1,1.17e-05,FALSE,FALSE,FALSE,0.0922,0.391,-0.161,-0.0688,0.23
"329","O75179",26057,"ANKRD17",0.468088850353652,0.118070587030596,1,4.27e-05,FALSE,FALSE,FALSE,0.164,0.354,-0.173,-0.00844,0.181
"330","O75182",23309,"SIN3B",0.0460017080144071,0.00741910757331878,1,3.49e-10,FALSE,TRUE,TRUE,0.452,0.606,-0.353,0.0991,0.254
"331","O75190",10049,"DNAJB6",0.967973695698045,0.382459922791602,1,0.00308,FALSE,FALSE,FALSE,-0.00909,0.198,-0.0629,-0.072,0.135
"332","O75197",4041,"LRP5",0.636482121616083,0.155239282956442,1,0.00012,FALSE,FALSE,FALSE,0.107,0.322,-0.143,-0.0359,0.179
"333","O75208",57017,"COQ9",0.191265973203514,0.0783670555239159,1,8.73e-06,FALSE,FALSE,FALSE,0.296,0.399,-0.232,0.0644,0.167
"334","O75223",79017,"GGCT",0.94993280043311,0.0953386225601903,1,1.9e-05,FALSE,FALSE,FALSE,-0.0142,0.378,-0.121,-0.135,0.257
"335","O75251",374291,"NDUFS7",0.726454194205913,0.420370931221079,1,0.0043,FALSE,FALSE,FALSE,0.0792,0.182,-0.0872,-0.00801,0.0953
"336","O75306",4720,"NDUFS2",0.581558152612766,0.382587995017503,1,0.00309,FALSE,FALSE,FALSE,0.125,0.198,-0.108,0.0173,0.0902
