"","ID","human_entrez","name","B_vs_A_p.val","C_vs_A_p.val","B_vs_A_p.adj","C_vs_A_p.adj","B_vs_A_significant","C_vs_A_significant","significant","B_vs_A_ratio","C_vs_A_ratio","A_centered","B_centered","C_centered"
"1878","Q12972",5511,"PPP1R8",0.157760388734237,0.533806075800993,1,0.00984,FALSE,FALSE,FALSE,0.32,0.141,-0.154,0.166,-0.0127
"1879","Q12979",29,"ABR",0.430118908775525,0.0853728112128568,1,1.23e-05,FALSE,FALSE,FALSE,0.179,0.39,-0.189,-0.0107,0.2
"1880","Q12996",1479,"CSTF3",0.235059919278493,0.0950434787719003,1,1.88e-05,FALSE,FALSE,FALSE,0.269,0.378,-0.216,0.0533,0.162
"1881","Q13017",394,"ARHGAP5",0.516191508661077,0.318523653452366,1,0.0016,FALSE,FALSE,FALSE,-0.147,0.226,-0.0263,-0.173,0.2
"1882","Q13033",29966,"STRN3",0.308466200945153,0.251092779892401,1,0.000683,FALSE,FALSE,FALSE,0.231,0.26,-0.164,0.0671,0.0964
"1883","Q13042",8881,"CDC16",0.733612938629719,0.073968144488148,1,6.98e-06,FALSE,FALSE,FALSE,0.0771,0.405,-0.161,-0.0835,0.244
"1884","Q13043",6789,"STK4",0.744507788584713,0.177565204760711,1,0.000195,FALSE,FALSE,FALSE,0.0738,0.305,-0.126,-0.0526,0.179
"1885","Q13045",2314,"FLII",0.58975477819183,0.105142909624634,1,2.76e-05,FALSE,FALSE,FALSE,0.122,0.367,-0.163,-0.0409,0.204
"1886","Q13049",22954,"TRIM32",0.770013616437573,0.00595630008978694,1,1.23e-10,FALSE,TRUE,TRUE,0.0662,0.623,-0.23,-0.163,0.393
"1887","Q13057",80347,"COASY",0.179361462683632,0.0285816064049918,1,1.37e-07,FALSE,FALSE,FALSE,0.304,0.496,-0.267,0.0375,0.229
"1888","Q13084",10573,"MRPL28",0.889252543695448,0.372681912990667,1,0.00281,FALSE,FALSE,FALSE,0.0315,0.202,-0.0778,-0.0463,0.124
"1889","Q13085",31,"ACACA",0.546100857757714,0.259778951902526,1,0.000775,FALSE,FALSE,FALSE,0.137,0.255,-0.131,0.00606,0.125
"1890","Q13098",2873,"GPS1",0.580578876238552,0.24006836578224,1,0.00058,FALSE,FALSE,FALSE,0.125,0.266,-0.13,-0.00527,0.136
"1891","Q13107",7375,"USP4",0.827927862546761,0.0570783174029209,1,2.43e-06,FALSE,FALSE,FALSE,0.0492,0.431,-0.16,-0.111,0.271
"1892","Q13111",10036,"CHAF1A",0.309695338226037,0.00471872268495824,1,4.36e-11,FALSE,TRUE,TRUE,0.23,0.64,-0.29,-0.06,0.35
"1893","Q13112",8208,"CHAF1B",0.777770982545245,0.514249846576632,1,0.00867,FALSE,FALSE,FALSE,0.0639,0.148,-0.0705,-0.00663,0.0772
"1894","Q13123",3550,"IK",0.559730076180812,0.190379777684304,1,0.000251,FALSE,FALSE,FALSE,0.132,0.297,-0.143,-0.0108,0.154
"1895","Q13126",4507,"MTAP",0.80216393463674,0.42515417536114,1,0.00448,FALSE,FALSE,FALSE,-0.0567,0.181,-0.0413,-0.098,0.139
"1896","Q13131",5562,"PRKAA1",0.490463937670914,0.0452867409863794,1,9.51e-07,FALSE,FALSE,FALSE,0.156,0.453,-0.203,-0.047,0.25
"1897","Q13136",8500,"PPFIA1",0.211968391875936,0.0423814105733409,1,7.3e-07,FALSE,FALSE,FALSE,0.283,0.46,-0.247,0.0352,0.212
"1898","Q13144",8893,"EIF2B5",0.426314180432209,0.268181584187604,1,0.000869,FALSE,FALSE,FALSE,0.18,0.251,-0.144,0.0365,0.107
"1899","Q13148",23435,"TARDBP",0.146466108114914,0.217929069000518,1,0.000408,FALSE,FALSE,FALSE,0.329,0.279,-0.203,0.126,0.0764
"1900","Q13151",10949,"HNRNPA0",0.635234607106257,0.404178047079709,1,0.00375,FALSE,FALSE,FALSE,0.107,0.189,-0.0988,0.00865,0.0901
"1901","Q13153",5058,"PAK1",0.728387763817526,0.216081603061084,1,0.000396,FALSE,FALSE,FALSE,-0.0787,0.28,-0.0672,-0.146,0.213
"1902","Q13155",7965,"AIMP2",0.50366583526341,0.310912328483648,1,0.00147,FALSE,FALSE,FALSE,0.151,0.229,-0.127,0.0245,0.103
"1903","Q13158",8772,"FADD",0.813141634352184,0.6049037417534,1,0.0148,FALSE,FALSE,FALSE,-0.0535,0.117,-0.0212,-0.0747,0.096
"1904","Q13162",10549,"PRDX4",0.311874531089832,0.164173598268402,1,0.000147,FALSE,FALSE,FALSE,0.229,0.315,-0.181,0.0477,0.134
"1905","Q13177",5062,"PAK2",0.722876039873161,0.259720156090485,1,0.000774,FALSE,FALSE,FALSE,0.0803,0.255,-0.112,-0.0315,0.143
"1906","Q13185",11335,"CBX3",0.857486770936552,0.468695793015285,1,0.00628,FALSE,FALSE,FALSE,0.0407,0.164,-0.0683,-0.0276,0.0958
"1907","Q13188",6788,"STK3",0.902959717546068,0.168426563340553,1,0.000161,FALSE,FALSE,FALSE,0.0276,0.312,-0.113,-0.0856,0.199
"1908","Q13190",6811,"STX5",0.427719130605748,0.167187514533469,1,0.000157,FALSE,FALSE,FALSE,0.18,0.313,-0.164,0.0155,0.149
"1909","Q13200",5708,"PSMD2",0.692074950162656,0.187670847843511,1,0.000239,FALSE,FALSE,FALSE,0.0897,0.298,-0.129,-0.0397,0.169
"1910","Q13206",1662,"DDX10",0.682841925329994,0.190592775317824,1,0.000252,FALSE,FALSE,FALSE,0.0925,0.296,-0.13,-0.0371,0.167
"1911","Q13217",5611,"DNAJC3",0.523133337169732,0.212957986281052,1,0.000376,FALSE,FALSE,FALSE,0.145,0.282,-0.142,0.00238,0.14
"1912","Q13228",8991,"SELENBP1",0.663976703124792,0.102523368283475,1,2.51e-05,FALSE,FALSE,FALSE,0.0984,0.37,-0.156,-0.0577,0.214
"1913","Q13242",8683,"SRSF9",0.242559060201686,0.103601019209876,1,2.61e-05,FALSE,FALSE,FALSE,0.265,0.369,-0.211,0.0536,0.158
"1914","Q13243",6430,"SRSF5",0.149577792168247,0.0603295986066216,1,3.05e-06,FALSE,FALSE,FALSE,0.326,0.425,-0.251,0.0758,0.175
"1915","Q13247",6431,"SRSF6",0.994362176395092,0.709263414892996,1,0.0245,FALSE,FALSE,FALSE,-0.0016,0.0844,-0.0276,-0.0292,0.0568
"1916","Q13257",4085,"MAD2L1",0.821841544020486,0.374064288556255,1,0.00285,FALSE,FALSE,FALSE,-0.051,0.201,-0.0501,-0.101,0.151
"1917","Q13263",10155,"TRIM28",0.544912434077151,0.200064420314272,1,3e-04,FALSE,FALSE,FALSE,0.137,0.29,-0.142,-0.00533,0.148
"1918","Q13268",10202,"DHRS2",0.71578698304522,0.689726590856071,1,0.0225,FALSE,FALSE,FALSE,-0.0825,0.0904,-0.00265,-0.0851,0.0878
"1919","Q13283",10146,"G3BP1",0.242488597104008,0.0375253266824377,1,4.39e-07,FALSE,FALSE,FALSE,0.265,0.471,-0.245,0.0194,0.226
"1920","Q13287",9111,"NMI",0.532743697049265,0.360388338542687,1,0.00248,FALSE,FALSE,FALSE,0.141,0.207,-0.116,0.0251,0.091
"1921","Q13303",8514,"KCNAB2",0.487392388131693,0.0300282598126136,1,1.68e-07,FALSE,FALSE,FALSE,0.157,0.491,-0.216,-0.059,0.275
"1922","Q13308",5754,"PTK7",0.160780719930208,0.404374560085817,1,0.00376,FALSE,FALSE,FALSE,0.318,0.189,-0.169,0.149,0.02
"1923","Q13310",8761,"PABPC4",0.547828729359145,0.329408665829366,1,0.0018,FALSE,FALSE,FALSE,0.136,0.221,-0.119,0.0171,0.102
"1924","Q13315",472,"ATM",0.247517730051604,0.219494517413166,1,0.000418,FALSE,FALSE,FALSE,0.262,0.278,-0.18,0.0819,0.0981
"1925","Q13325",24138,"IFIT5",0.666035957083384,0.0574390880923713,1,2.49e-06,FALSE,FALSE,FALSE,0.0977,0.43,-0.176,-0.0783,0.254
"1926","Q13330",9112,"MTA1",0.986540413604209,0.379906634173585,1,0.00301,FALSE,FALSE,FALSE,-0.00382,0.199,-0.065,-0.0688,0.134
"1927","Q13347",8668,"EIF3I",0.420537435674754,0.136360349691128,1,7.4e-05,FALSE,FALSE,FALSE,0.182,0.337,-0.173,0.00917,0.164
"1928","Q13356",23759,"PPIL2",0.911936756088628,0.389196463923793,1,0.00328,FALSE,FALSE,FALSE,0.025,0.195,-0.0734,-0.0483,0.122
"1929","Q13362",5527,"PPP2R5C",0.675914977643948,0.692793664497641,1,0.0228,FALSE,FALSE,FALSE,-0.0947,0.0895,0.00173,-0.0929,0.0912
"1930","Q13363",1487,"CTBP1",0.588330626930128,0.467164525374275,1,0.00621,FALSE,FALSE,FALSE,0.123,0.165,-0.0958,0.0268,0.0689
"1931","Q13404",7335,"UBE2V1",0.602956331673532,0.873842978757661,1,0.0442,FALSE,FALSE,FALSE,-0.118,0.036,0.0273,-0.0905,0.0632
"1932","Q13405",740,"MRPL49",0.616269166000154,0.257543926221875,1,0.000751,FALSE,FALSE,FALSE,0.114,0.256,-0.123,-0.00981,0.133
"1933","Q13409",1781,"DYNC1I2",0.781042421663291,0.240533590434769,1,0.000584,FALSE,FALSE,FALSE,0.063,0.266,-0.11,-0.0466,0.156
"1934","Q13416",4999,"ORC2",0.0411725282509416,0.145409572677875,1,9.38e-05,FALSE,FALSE,FALSE,0.462,0.33,-0.264,0.198,0.0657
"1935","Q13418",3611,"ILK",0.344759959241065,0.900128660533506,1,0.0477,FALSE,FALSE,FALSE,-0.214,0.0284,0.0619,-0.152,0.0903
"1936","Q13423",23530,"NNT",0.406299067934268,0.170623856195142,1,0.000169,FALSE,FALSE,FALSE,0.188,0.31,-0.166,0.0219,0.144
"1937","Q13425",6645,"SNTB2",0.415446884350324,0.388665398622832,1,0.00327,FALSE,FALSE,FALSE,0.184,0.195,-0.127,0.0579,0.0687
"1938","Q13426",7518,"XRCC4",0.0489144577112089,0.000125261577351901,1,7.56e-16,FALSE,TRUE,TRUE,0.446,0.869,-0.438,0.00775,0.431
"1939","Q13427",9360,"PPIG",0.60133258071805,0.286752398625591,1,0.0011,FALSE,FALSE,FALSE,0.118,0.241,-0.12,-0.00153,0.121
"1940","Q13428",6949,"TCOF1",0.629433555108646,0.218905566415082,1,0.000414,FALSE,FALSE,FALSE,0.109,0.278,-0.129,-0.02,0.149
"1941","Q13435",10992,"SF3B2",0.417862797131816,0.465964912455315,1,0.00615,FALSE,FALSE,FALSE,0.183,0.165,-0.116,0.0673,0.0489
"1942","Q13438",10956,"OS9",0.188992846506833,0.147570518995256,1,9.9e-05,FALSE,FALSE,FALSE,0.298,0.328,-0.208,0.089,0.119
"1943","Q13439",2803,"GOLGA4",0.720345872970037,0.297402338057165,1,0.00125,FALSE,FALSE,FALSE,0.0811,0.236,-0.106,-0.0246,0.13
"1944","Q13442",11333,"PDAP1",0.641561928353704,0.209359711518781,1,0.000354,FALSE,FALSE,FALSE,0.105,0.284,-0.13,-0.0245,0.154
"1945","Q13443",8754,"ADAM9",0.908401909093777,0.852438892207148,1,0.0414,FALSE,FALSE,FALSE,-0.0261,0.0421,-0.00536,-0.0314,0.0368
"1946","Q13444",8751,"ADAM15",0.854189683755915,0.556080959611262,1,0.0113,FALSE,FALSE,FALSE,0.0416,0.133,-0.0583,-0.0167,0.075
"1947","Q13445",11018,"TMED1",0.146407065873285,0.0794020561953928,1,9.17e-06,FALSE,FALSE,FALSE,0.329,0.397,-0.242,0.0869,0.155
"1948","Q13451",2289,"FKBP5",0.227795867074123,0.328823347728582,1,0.00179,FALSE,FALSE,FALSE,0.273,0.221,-0.165,0.108,0.0564
"1949","Q13454",7991,"TUSC3",0.146086956761866,0.409906561293752,1,0.00394,FALSE,FALSE,FALSE,0.329,0.187,-0.172,0.157,0.0147
"1950","Q13459",4650,"MYO9B",0.308722615911586,0.0953343315141353,1,1.9e-05,FALSE,FALSE,FALSE,0.231,0.378,-0.203,0.0278,0.175
"1951","Q13488",10312,"TCIRG1",0.636937470600847,0.217878256126645,1,0.000408,FALSE,FALSE,FALSE,0.107,0.279,-0.129,-0.0218,0.15
"1952","Q13490",329,"BIRC2",0.854729426319646,0.580710737868539,1,0.013,FALSE,FALSE,FALSE,-0.0415,0.125,-0.0279,-0.0693,0.0972
"1953","Q13492",8301,"PICALM",0.487176614918155,0.216372068659383,1,0.000398,FALSE,FALSE,FALSE,0.157,0.28,-0.146,0.0116,0.134
"1954","Q13501",8878,"SQSTM1",0.33701615630589,0.065620565231818,1,4.31e-06,FALSE,FALSE,FALSE,0.217,0.417,-0.211,0.00597,0.205
"1955","Q13503",9412,"MED21",0.306627209015649,0.771970086858448,1,0.0314,FALSE,FALSE,FALSE,-0.232,-0.0656,0.0991,-0.132,0.0334
"1956","Q13505",4580,"MTX1",0.510838680302659,0.396174160149606,1,0.00349,FALSE,FALSE,FALSE,0.149,0.192,-0.114,0.0352,0.0785
"1957","Q13509",10381,"TUBB3",0.788163071716571,0.067634169033465,1,4.89e-06,FALSE,FALSE,FALSE,0.0609,0.414,-0.158,-0.0974,0.256
"1958","Q13510",427,"ASAH1",0.135858813574711,0.00593959875843703,1,1.22e-10,FALSE,TRUE,TRUE,0.338,0.623,-0.32,0.0175,0.303
"1959","Q13523",8899,"PRPF4B",0.0506212035777742,0.00277941893621512,1,3.77e-12,FALSE,TRUE,TRUE,0.443,0.677,-0.373,0.0693,0.304
"1960","Q13526",5300,"PIN1",0.627584491354744,0.192518002157444,1,0.000262,FALSE,FALSE,FALSE,0.11,0.295,-0.135,-0.0251,0.16
"1961","Q13535",545,"ATR",0.774871300916392,0.241838822268395,1,0.000596,FALSE,FALSE,FALSE,0.0648,0.265,-0.11,-0.0452,0.155
"1962","Q13541",1978,"EIF4EBP1",0.876885784802761,0.94431823763873,1,0.0537,FALSE,FALSE,FALSE,-0.0351,-0.0158,0.017,-0.0181,0.00115
"1963","Q13546",8737,"RIPK1",0.217989711649034,0.0122441398311341,1,3.19e-09,FALSE,FALSE,FALSE,0.279,0.567,-0.282,-0.00312,0.285
"1964","Q13547",3065,"HDAC1",0.300760269271378,0.0214240878977222,1,3.88e-08,FALSE,FALSE,FALSE,0.234,0.521,-0.252,-0.0174,0.269
"1965","Q13555",818,"CAMK2G",0.0801363271128445,0.0103005258659561,1,1.47e-09,FALSE,FALSE,FALSE,0.396,0.581,-0.326,0.0705,0.255
"1966","Q13557",817,"CAMK2D",0.533231280479061,0.145933138078113,1,9.51e-05,FALSE,FALSE,FALSE,0.141,0.329,-0.157,-0.0157,0.173
"1967","Q13561",10540,"DCTN2",0.742134360381959,0.169037216146578,1,0.000164,FALSE,FALSE,FALSE,0.0745,0.311,-0.129,-0.0541,0.183
"1968","Q13564",8883,"NAE1",0.432496328163553,0.24417713152948,1,0.000617,FALSE,FALSE,FALSE,0.178,0.264,-0.147,0.0306,0.117
"1969","Q13572",3705,"ITPK1",0.683745540359083,0.342747448337616,1,0.00208,FALSE,FALSE,FALSE,0.0923,0.215,-0.102,-0.0101,0.112
"1970","Q13573",22938,"SNW1",0.560341334686927,0.401121191052278,1,0.00365,FALSE,FALSE,FALSE,0.132,0.19,-0.107,0.0245,0.0828
"1971","Q13586",6786,"STIM1",0.265459935069867,0.176897126590461,1,0.000193,FALSE,FALSE,FALSE,0.252,0.306,-0.186,0.0662,0.12
"1972","Q13595",29896,"TRA2A",0.207415320488308,0.117579590896027,1,4.2e-05,FALSE,FALSE,FALSE,0.286,0.354,-0.213,0.0722,0.141
"1973","Q13596",6642,"SNX1",0.817225039292357,0.208821584631646,1,0.000351,FALSE,FALSE,FALSE,0.0523,0.285,-0.112,-0.06,0.172
"1974","Q13601",11103,"KRR1",0.439906580079731,0.148671714700477,1,0.000102,FALSE,FALSE,FALSE,0.175,0.327,-0.167,0.00758,0.16
"1975","Q13608",5190,"PEX6",0.643847262787571,0.806510929546336,1,0.0356,FALSE,FALSE,FALSE,0.105,-0.0555,-0.0164,0.0883,-0.0719
"1976","Q13610",11137,"PWP1",0.288211179108542,0.0840054533549367,1,1.15e-05,FALSE,FALSE,FALSE,0.241,0.391,-0.211,0.0299,0.181
"1977","Q13614",8898,"MTMR2",0.91288864973774,0.112082742433436,1,3.5e-05,FALSE,FALSE,FALSE,0.0248,0.36,-0.128,-0.103,0.232
"1978","Q13615",8897,"MTMR3",0.275436698680361,0.0364727405023186,1,3.9e-07,FALSE,FALSE,FALSE,0.247,0.474,-0.24,0.00676,0.233
"1979","Q13616",8454,"CUL1",0.590940860946703,0.272269117913942,1,0.000917,FALSE,FALSE,FALSE,0.122,0.249,-0.123,-0.00173,0.125
"1980","Q13617",8453,"CUL2",0.285821342920988,0.138645605640007,1,7.87e-05,FALSE,FALSE,FALSE,0.242,0.335,-0.192,0.0494,0.143
"1981","Q13618",8452,"CUL3",0.322248089323456,0.196472640330682,1,0.000281,FALSE,FALSE,FALSE,0.224,0.293,-0.172,0.0519,0.12
"1982","Q13619",8451,"CUL4A",0.252921672275992,0.147987426247874,1,1e-04,FALSE,FALSE,FALSE,0.259,0.328,-0.196,0.0634,0.132
"1983","Q13620",8450,"CUL4B",0.40287560719213,0.205475845551851,1,0.000331,FALSE,FALSE,FALSE,0.189,0.287,-0.159,0.0307,0.128
"1984","Q13627",1859,"DYRK1A",0.605356830805957,0.987030881350959,1,0.0595,FALSE,FALSE,FALSE,-0.117,0.00368,0.0378,-0.0792,0.0415
"1985","Q13630",7264,"TSTA3",0.75363819499213,0.340485877554792,1,0.00203,FALSE,FALSE,FALSE,0.0711,0.216,-0.0957,-0.0246,0.12
"1986","Q13636",11031,"RAB31",0.350597140294605,0.356029190199506,1,0.00238,FALSE,FALSE,FALSE,0.211,0.209,-0.14,0.0713,0.0689
"1987","Q13637",10981,"RAB32",0.202691491591401,0.106264613870784,1,2.87e-05,FALSE,FALSE,FALSE,0.289,0.366,-0.218,0.0704,0.148
"1988","Q13641",7162,"TPBG",0.56435339549745,0.463832841902091,1,0.00606,FALSE,FALSE,FALSE,0.131,0.166,-0.0988,0.0317,0.0671
"1989","Q13642",2273,"FHL1",0.200685666470473,0.145973501466117,1,9.52e-05,FALSE,FALSE,FALSE,0.29,0.329,-0.206,0.0834,0.123
"1990","Q13671",9610,"RIN1",0.0672207937166246,0.298293832505088,1,0.00127,FALSE,FALSE,FALSE,0.415,0.236,-0.217,0.198,0.0189
"1991","Q13685",14,"AAMP",0.901127307943987,0.322518159738026,1,0.00167,FALSE,FALSE,FALSE,0.0281,0.224,-0.0841,-0.0559,0.14
"1992","Q13686",8846,"ALKBH1",0.626152149693365,0.702935934825955,1,0.0238,FALSE,FALSE,FALSE,0.11,0.0864,-0.0656,0.0448,0.0208
"1993","Q13724",7841,"MOGS",0.364061662898599,0.33445416829986,1,0.0019,FALSE,FALSE,FALSE,0.206,0.219,-0.141,0.0642,0.0772
"1994","Q13740",214,"ALCAM",0.799888169628465,0.869877074583647,1,0.0437,FALSE,FALSE,FALSE,0.0574,0.0371,-0.0315,0.0259,0.0056
"1995","Q13751",3914,"LAMB3",0.156824248046244,0.120067673491978,1,4.55e-05,FALSE,FALSE,FALSE,0.321,0.352,-0.224,0.0964,0.128
"1996","Q13769",8563,"THOC5",0.421137427151003,0.429984240659067,1,0.00466,FALSE,FALSE,FALSE,0.182,0.179,-0.12,0.0619,0.0584
"1997","Q13772",8031,"NCOA4",0.113204462399149,3.61797236097117e-06,1,7.56e-16,FALSE,TRUE,TRUE,0.359,1.05,-0.469,-0.111,0.58
"1998","Q13795",10139,"ARFRP1",0.122785045182963,0.0425324015957855,1,7.4e-07,FALSE,FALSE,FALSE,0.35,0.459,-0.27,0.0799,0.19
"1999","Q13813",6709,"SPTAN1",0.485882118264093,0.357690884025529,1,0.00242,FALSE,FALSE,FALSE,0.158,0.208,-0.122,0.0358,0.0863
"2000","Q13823",29889,"GNL2",0.745210631222311,0.0274025060970811,1,1.14e-07,FALSE,FALSE,FALSE,0.0736,0.5,-0.191,-0.117,0.309
"2001","Q13829",7126,"TNFAIP1",0.886120758228129,0.549348155973194,1,0.0108,FALSE,FALSE,FALSE,-0.0324,0.136,-0.0344,-0.0668,0.101
"2002","Q13838",7919,"DDX39B",0.244696978247941,0.288904227271739,1,0.00113,FALSE,FALSE,FALSE,0.263,0.24,-0.168,0.0956,0.0723
"2003","Q13868",23404,"EXOSC2",0.243949979009883,0.0962231016808979,1,1.97e-05,FALSE,FALSE,FALSE,0.264,0.377,-0.214,0.0503,0.163
"2004","Q13884",6641,"SNTB1",0.334953721563136,0.6893134047639,1,0.0224,FALSE,FALSE,FALSE,0.218,0.0905,-0.103,0.115,-0.0124
"2005","Q13885",7280,"TUBB2A",0.535934331537793,0.249435128856776,1,0.000667,FALSE,FALSE,FALSE,0.14,0.261,-0.134,0.00651,0.127
"2006","Q13907",3422,"IDI1",0.444077423537751,0.0366991520571812,1,4e-07,FALSE,FALSE,FALSE,0.173,0.473,-0.215,-0.0422,0.258
"2007","Q13938",828,"CAPS",0.640805701990127,0.185969788545237,1,0.000231,FALSE,FALSE,FALSE,0.106,0.3,-0.135,-0.0294,0.164
"2008","Q13948",1523,"CUX1",0.661548324256656,0.142516376456777,1,8.72e-05,FALSE,FALSE,FALSE,0.0991,0.332,-0.144,-0.0446,0.188
"2009","Q13951",865,"CBFB",0.72172183324584,0.429625512350373,1,0.00465,FALSE,FALSE,FALSE,0.0807,0.179,-0.0865,-0.00585,0.0924
"2010","Q14008",9793,"CKAP5",0.930647542523266,0.266911552975404,1,0.000854,FALSE,FALSE,FALSE,-0.0197,0.251,-0.0772,-0.097,0.174
"2011","Q14011",1153,"CIRBP",0.709867186284706,0.34709690499754,1,0.00217,FALSE,FALSE,FALSE,0.0843,0.213,-0.0991,-0.0148,0.114
"2012","Q14019",23406,"COTL1",0.615203810578398,0.111463995668719,1,3.43e-05,FALSE,FALSE,FALSE,0.114,0.36,-0.158,-0.0443,0.202
"2013","Q14061",10063,"COX17",0.418955101370597,0.195714425729156,1,0.000277,FALSE,FALSE,FALSE,0.183,0.293,-0.159,0.0244,0.134
"2014","Q14103",3184,"HNRNPD",0.269210654911354,0.113852490834142,1,3.72e-05,FALSE,FALSE,FALSE,0.25,0.358,-0.203,0.0475,0.155
"2015","Q14108",950,"SCARB2",0.586512527162465,0.613796894919529,1,0.0155,FALSE,FALSE,FALSE,0.123,0.114,-0.0792,0.044,0.0351
"2016","Q14118",1605,"DAG1",0.859903652260484,0.617799988551853,1,0.0158,FALSE,FALSE,FALSE,-0.04,0.113,-0.0243,-0.0643,0.0887
"2017","Q14126",1829,"DSG2",0.730243676685236,0.328121643704273,1,0.00178,FALSE,FALSE,FALSE,0.0781,0.221,-0.0999,-0.0218,0.122
"2018","Q14137",23246,"BOP1",0.453606054310619,0.232890373047896,1,0.00052,FALSE,FALSE,FALSE,0.17,0.27,-0.147,0.0231,0.124
"2019","Q14139",9354,"UBE4A",0.0312535636647552,0.00481983674726904,1,4.8e-11,FALSE,TRUE,TRUE,0.488,0.638,-0.375,0.112,0.263
"2020","Q14141",23157,"SEPT6",0.404430506013848,0.129435520181747,1,6.08e-05,FALSE,FALSE,FALSE,0.189,0.343,-0.177,0.0114,0.166
"2021","Q14142",9830,"TRIM14",0.050372839375201,0.000354839754683853,1,7.56e-16,FALSE,TRUE,TRUE,0.443,0.809,-0.417,0.0258,0.392
"2022","Q14145",9817,"KEAP1",0.137419125878359,0.150639972613662,1,0.000107,FALSE,FALSE,FALSE,0.336,0.326,-0.221,0.116,0.105
"2023","Q14146",9816,"URB2",0.125077254619488,0.0734247957355136,1,6.78e-06,FALSE,FALSE,FALSE,0.347,0.405,-0.251,0.0964,0.155
"2024","Q14151",9667,"SAFB2",0.339170176755023,0.29730609017448,1,0.00125,FALSE,FALSE,FALSE,0.216,0.236,-0.151,0.0656,0.0852
"2025","Q14152",8661,"EIF3A",0.875362292127139,0.186252019053833,1,0.000233,FALSE,FALSE,FALSE,0.0355,0.299,-0.112,-0.0761,0.188
"2026","Q14155",8874,"ARHGEF7",0.246083075267963,0.00880684475351042,1,7.54e-10,FALSE,TRUE,TRUE,0.263,0.593,-0.285,-0.0226,0.308
"2027","Q14157",9898,"UBAP2L",0.73341483235068,0.302757684308706,1,0.00134,FALSE,FALSE,FALSE,0.0771,0.233,-0.104,-0.0264,0.13
"2028","Q14160",23513,"SCRIB",0.582606929914541,0.429787199856186,1,0.00465,FALSE,FALSE,FALSE,0.124,0.179,-0.101,0.0234,0.0777
"2029","Q14161",9815,"GIT2",0.011417041735692,0.000881956626818724,1,1.54e-14,FALSE,TRUE,TRUE,0.573,0.753,-0.442,0.131,0.311
"2030","Q14165",9761,"MLEC",0.0822377733251273,0.054941825491658,1,2.08e-06,FALSE,FALSE,FALSE,0.394,0.435,-0.276,0.117,0.159
"2031","Q14166",23170,"TTLL12",0.262997292655447,0.145436660233005,1,9.39e-05,FALSE,FALSE,FALSE,0.254,0.33,-0.194,0.0591,0.135
"2032","Q14181",23649,"POLA2",0.874350039361852,0.186908802084115,1,0.000236,FALSE,FALSE,FALSE,-0.0358,0.299,-0.0877,-0.124,0.211
"2033","Q14192",2274,"FHL2",0.984134512390809,0.480572443175756,1,0.00686,FALSE,FALSE,FALSE,0.0045,0.16,-0.0548,-0.0502,0.105
"2034","Q14195",1809,"DPYSL3",0.662485397171292,0.225020966852045,1,0.000458,FALSE,FALSE,FALSE,0.0989,0.275,-0.125,-0.0257,0.15
"2035","Q14197",3396,"ICT1",0.484162775242847,0.498294240168116,1,0.00778,FALSE,FALSE,FALSE,0.158,0.153,-0.104,0.0545,0.0494
"2036","Q14202",9203,"ZMYM3",0.677481712766578,0.501254652624664,1,0.00794,FALSE,FALSE,FALSE,-0.0942,0.152,-0.0194,-0.114,0.133
"2037","Q14203",1639,"DCTN1",0.724878583340361,0.217154019279084,1,0.000403,FALSE,FALSE,FALSE,0.0797,0.28,-0.12,-0.04,0.16
"2038","Q14204",1778,"DYNC1H1",0.635245077692864,0.175068654378731,1,0.000186,FALSE,FALSE,FALSE,0.107,0.307,-0.138,-0.0308,0.169
"2039","Q14232",1967,"EIF2B1",0.952880870350806,0.196460464160141,1,0.000281,FALSE,FALSE,FALSE,-0.0134,0.293,-0.0931,-0.106,0.199
"2040","Q14240",1974,"EIF4A2",0.289559072832233,0.115826897264131,1,3.97e-05,FALSE,FALSE,FALSE,0.24,0.356,-0.199,0.0412,0.157
"2041","Q14247",2017,"CTTN",0.745686216063204,0.412274613731914,1,0.00402,FALSE,FALSE,FALSE,-0.0735,0.186,-0.0374,-0.111,0.148
"2042","Q14254",2319,"FLOT2",0.483640189746914,0.424304988142953,1,0.00445,FALSE,FALSE,FALSE,0.159,0.181,-0.113,0.0454,0.0678
"2043","Q14257",5955,"RCN2",0.358484748426844,0.484305169832533,1,0.00705,FALSE,FALSE,FALSE,0.208,0.158,-0.122,0.0858,0.0363
"2044","Q14258",7706,"TRIM25",0.719401597040876,0.116822213646794,1,4.1e-05,FALSE,FALSE,FALSE,0.0814,0.355,-0.146,-0.0642,0.21
"2045","Q14315",2318,"FLNC",0.149454778588896,0.142293574590555,1,8.67e-05,FALSE,FALSE,FALSE,0.326,0.332,-0.22,0.107,0.113
"2046","Q14318",23770,"FKBP8",0.00391401682640932,0.32439524651732,1,0.00171,TRUE,FALSE,TRUE,0.653,0.223,-0.292,0.361,-0.069
"2047","Q14320",9130,"FAM50A",0.433587746077347,0.208138066512416,1,0.000346,FALSE,FALSE,FALSE,0.177,0.285,-0.154,0.0232,0.131
"2048","Q14331",2483,"FRG1",0.705127063850903,0.282117792313253,1,0.00104,FALSE,FALSE,FALSE,0.0857,0.244,-0.11,-0.0241,0.134
