name,ID,B_vs_A_p.val,C_vs_A_p.val,B_vs_A_p.adj,C_vs_A_p.adj,B_vs_A_significant,C_vs_A_significant,significant,B_vs_A_ratio,C_vs_A_ratio,A_centered,B_centered,C_centered
Gnb2,P54313,0.471171712597991,0.314288223854007,1,1,FALSE,FALSE,FALSE,0.167,0.238,-0.135,0.0323,0.103
Gnb2l1,P63245,0.0988376797701316,0.0593649728607311,1,1,FALSE,FALSE,FALSE,0.213,0.251,-0.155,0.0584,0.0963
Gne,O35826,0.405889665235853,0.30956173938057,1,1,FALSE,FALSE,FALSE,0.143,0.177,-0.107,0.0364,0.0704
Gng11,P61954,0.21382318960001,0.275044959215102,1,1,FALSE,FALSE,FALSE,0.237,0.205,-0.147,0.0894,0.0579
Gnl1,Q6MG06,0.0114654943881746,0.00249531459539874,1,1,FALSE,FALSE,FALSE,0.427,0.57,-0.332,0.0947,0.238
Golga2,Q62839,0.196504722849183,0.066430202678703,1,1,FALSE,FALSE,FALSE,0.174,0.263,-0.146,0.0283,0.117
Golga4,Q5U4E6,0.271152836159731,0.267504283527021,1,1,FALSE,FALSE,FALSE,0.325,0.327,-0.217,0.107,0.11
Golim4,Q5BJK8,0.669884065191392,0.871176301860224,1,1,FALSE,FALSE,FALSE,0.0955,-0.0361,-0.0198,0.0757,-0.0559
Got1,P13221,0.176474836591971,0.030064123116753,1,1,FALSE,FALSE,FALSE,0.191,0.341,-0.177,0.0138,0.164
Got2,P00507,0.146517755497361,0.144956997932444,1,1,FALSE,FALSE,FALSE,0.168,0.169,-0.112,0.0558,0.0566
Gpc3,P13265,0.278023843103852,0.767171996855752,1,1,FALSE,FALSE,FALSE,0.183,0.0482,-0.0772,0.106,-0.029
Gpd2,P35571,0.405919237916487,0.0341667763062148,1,1,FALSE,FALSE,FALSE,0.0642,0.188,-0.0839,-0.0198,0.104
Gpi,Q6P6V0,0.595470562637731,0.711192059487612,1,1,FALSE,FALSE,FALSE,0.129,-0.0893,-0.0131,0.116,-0.102
Gpnmb,Q6P7C7,0.263066795520221,0.143162354893359,1,1,FALSE,FALSE,FALSE,0.262,0.354,-0.205,0.0568,0.149
Gpx1,P04041,0.953333498244545,0.963652876540557,1,1,FALSE,FALSE,FALSE,-0.00712,0.00554,0.000525,-0.00659,0.00607
Grb10,P0CE43,0.98795268094864,0.21167201329675,1,1,FALSE,FALSE,FALSE,-0.00188,0.164,-0.0542,-0.056,0.11
Grn,P23785,0.616396520000759,0.296931575728722,1,1,FALSE,FALSE,FALSE,0.0992,0.213,-0.104,-0.00475,0.109
Grpel1,P97576,0.4519496924015,0.725508412657102,1,1,FALSE,FALSE,FALSE,0.0935,-0.043,-0.0168,0.0767,-0.0598
Gsr,P70619,0.524875670768048,0.0853598582960438,1,1,FALSE,FALSE,FALSE,-0.0709,0.21,-0.0464,-0.117,0.164
Gss,P46413,0.618693276016477,0.275270449957854,1,1,FALSE,FALSE,FALSE,0.0515,0.117,-0.056,-0.00455,0.0606
Gsta2,P04903,0.489552419406115,0.613551714622124,1,1,FALSE,FALSE,FALSE,0.171,0.124,-0.0981,0.0725,0.0256
Gsta4,P14942,0.891953281063472,0.164508120794083,1,1,FALSE,FALSE,FALSE,-0.0108,-0.119,0.0432,0.0323,-0.0755
Gstm2,P08010,0.0914844111892605,0.112700556970855,1,1,FALSE,FALSE,FALSE,0.542,0.503,-0.348,0.193,0.155
Gstp1,P04906,0.460646787869686,0.387557530803676,1,1,FALSE,FALSE,FALSE,-0.495,-0.584,0.36,-0.135,-0.224
Gys1,A2RRU1,0.486377074617856,0.0335502736926276,1,1,FALSE,FALSE,FALSE,0.0781,0.276,-0.118,-0.0399,0.158
H1f0,P43278,0.149764116336085,0.191467473002058,1,1,FALSE,FALSE,FALSE,0.359,0.321,-0.227,0.132,0.0945
H2afj,P0C170,0.214550199031695,0.172075472272803,1,1,FALSE,FALSE,FALSE,0.142,0.159,-0.1,0.0421,0.0582
H2afz,P0C0S7,0.83587013812815,0.61178460369533,1,1,FALSE,FALSE,FALSE,-0.0299,0.0738,-0.0146,-0.0445,0.0592
H3f3b,Q6LED0,0.775920369509589,0.931795846051627,1,1,FALSE,FALSE,FALSE,-0.0484,0.0145,0.0113,-0.0371,0.0258
Hadha,Q64428,0.497350048328675,0.653050686188648,1,1,FALSE,FALSE,FALSE,0.0779,0.0512,-0.043,0.0349,0.00813
Hadhb,Q60587,0.0377649636930082,0.0543622329617852,1,1,FALSE,FALSE,FALSE,0.409,0.37,-0.259,0.149,0.11
Hax1,Q7TSE9-2,0.331855305991296,0.0127258811211476,1,1,FALSE,FALSE,FALSE,0.115,0.36,-0.158,-0.043,0.201
Hbs1l,Q6AXM7,0.467001095818804,0.108234579921671,1,1,FALSE,FALSE,FALSE,0.0739,0.175,-0.0831,-0.00923,0.0923
Hdgf,Q8VHK7,0.646681936794723,0.0444238796056822,1,1,FALSE,FALSE,FALSE,0.0747,0.376,-0.15,-0.0755,0.226
Hdgfrp2,Q925G1-2,0.294542202284461,0.153771680356473,1,1,FALSE,FALSE,FALSE,0.162,0.227,-0.13,0.0319,0.0977
Hdlbp,Q9Z1A6,0.488645079979128,0.10199313868061,1,1,FALSE,FALSE,FALSE,0.0816,0.208,-0.0966,-0.015,0.112
Herc4,Q5PQN1,0.925615655028653,0.306391349430203,1,1,FALSE,FALSE,FALSE,0.00837,0.095,-0.0345,-0.0261,0.0606
Hexa,Q641X3,0.645207316436195,0.719298334985464,1,1,FALSE,FALSE,FALSE,0.058,0.0451,-0.0344,0.0236,0.0108
Hexb,Q6AXR4,0.197054597193609,0.73481972600813,1,1,FALSE,FALSE,FALSE,0.398,0.0989,-0.166,0.232,-0.0666
Hgs,Q9JJ50,0.670482478893053,0.295393428512249,1,1,FALSE,FALSE,FALSE,0.0685,0.174,-0.0808,-0.0123,0.0931
Hint1,P62959,0.223325249321503,0.230961344149202,1,1,FALSE,FALSE,FALSE,0.2,0.196,-0.132,0.0679,0.0643
Hist1h4b,P62804,0.696215515660759,0.152524465160273,1,1,FALSE,FALSE,FALSE,0.114,0.448,-0.187,-0.073,0.26
Hist1h4b.1,P62804-2,0.627256120665601,0.947398184388652,1,1,FALSE,FALSE,FALSE,-0.11,-0.0148,0.0416,-0.0684,0.0268
Hk1,P05708,0.354922884677827,0.0923723830802352,1,1,FALSE,FALSE,FALSE,0.102,0.199,-0.1,0.00161,0.0985
Hk2,P27881,0.0742391752304933,0.000169108161877931,1,1,FALSE,FALSE,FALSE,0.172,0.564,-0.245,-0.0735,0.319
Hk3,P27926,0.161805136623178,0.0388643951001651,1,1,FALSE,FALSE,FALSE,0.227,0.365,-0.198,0.0298,0.168
Hmbs,P19356,0.601323977460557,0.0687375888610635,1,1,FALSE,FALSE,FALSE,0.0389,0.151,-0.0633,-0.0244,0.0878
Hmga1,Q8K585,0.34206177322406,0.00900401197227104,1,1,FALSE,FALSE,FALSE,0.103,0.353,-0.152,-0.049,0.201
Hmgb1,P63159,0.784623907333013,0.578113860153914,1,1,FALSE,FALSE,FALSE,-0.042,0.0861,-0.0147,-0.0567,0.0714
Hmgb2,P52925,0.709197083301095,0.156455622841724,1,1,FALSE,FALSE,FALSE,0.0489,0.198,-0.0824,-0.0335,0.116
Hmgcs1,P17425,0.445036695583904,0.111307024716571,1,1,FALSE,FALSE,FALSE,0.0836,0.187,-0.0901,-0.00654,0.0967
Hmox1,P06762,0.143440647119528,0.252204099091466,1,1,FALSE,FALSE,FALSE,0.349,0.265,-0.205,0.144,0.0604
Hmox2,P23711,0.105275798174224,0.11464907800192,1,1,FALSE,FALSE,FALSE,0.315,0.305,-0.206,0.108,0.0984
Hnrnpa1,P04256,0.295761711293538,0.0373834339186405,1,1,FALSE,FALSE,FALSE,0.106,0.238,-0.115,-0.00851,0.124
Hnrnpa3,Q6URK4,0.0951609537480255,0.0013733472650933,1,1,FALSE,FALSE,FALSE,0.205,0.526,-0.244,-0.0387,0.282
Hnrnpc,G3V9R8,0.800147066035709,0.903896752681133,1,1,FALSE,FALSE,FALSE,-0.0223,0.0106,0.00389,-0.0184,0.0145
Hnrnpd,Q9JJ54,0.987047152153308,0.728528229941757,1,1,FALSE,FALSE,FALSE,0.00488,0.105,-0.0366,-0.0317,0.0682
Hnrnpdl,Q3SWU3,0.809051904358789,0.355055645102965,1,1,FALSE,FALSE,FALSE,-0.0226,0.0891,-0.0222,-0.0448,0.067
Hnrnpf,Q794E4,0.39070618082859,0.0791178735899514,1,1,FALSE,FALSE,FALSE,0.0987,0.22,-0.106,-0.00739,0.113
Hnrnph2,Q6AY09,0.784886387347848,0.382994888186809,1,1,FALSE,FALSE,FALSE,0.0533,0.175,-0.076,-0.0226,0.0986
Hnrnpk,P61980,0.0303070757072196,0.0138060874132249,1,1,FALSE,FALSE,FALSE,0.259,0.31,-0.189,0.0691,0.12
Hnrnpl,F1LQ48,0.241785054576154,0.307861906084773,1,1,FALSE,FALSE,FALSE,0.222,0.191,-0.138,0.0843,0.0534
Hpcal1,P62749,0.578554930658676,0.594739109270711,1,1,FALSE,FALSE,FALSE,0.11,0.105,-0.0719,0.0383,0.0336
Hprt1,P27605,0.661213191085624,0.775458290576757,1,1,FALSE,FALSE,FALSE,0.0892,-0.0578,-0.0105,0.0788,-0.0683
Hsd17b12,Q6P7R8,0.501154787059157,0.113209924461272,1,1,FALSE,FALSE,FALSE,0.0889,0.225,-0.105,-0.0158,0.12
Hsp90aa1,P82995,0.212677593051049,0.0482030029151632,1,1,FALSE,FALSE,FALSE,0.157,0.271,-0.143,0.0143,0.128
Hsp90b1,Q66HD0,0.513815096041698,0.499011345420389,1,1,FALSE,FALSE,FALSE,0.0989,0.103,-0.0672,0.0318,0.0354
Hspa5,P06761,0.156921124193374,0.0240551253935067,1,1,FALSE,FALSE,FALSE,0.28,0.5,-0.26,0.0199,0.24
Hspa8,P63018,0.186268970321977,0.0889954556659508,1,1,FALSE,FALSE,FALSE,0.183,0.245,-0.143,0.0402,0.103
Hspa9,P48721,0.0195922332051714,0.0141692820000923,1,1,FALSE,FALSE,FALSE,0.376,0.404,-0.26,0.116,0.144
Hspb1,P42930,0.515829868285492,0.643434004971046,1,1,FALSE,FALSE,FALSE,0.0928,0.0656,-0.0528,0.04,0.0128
Hspb6,P97541,0.538098056490454,0.473609328571259,1,1,FALSE,FALSE,FALSE,0.146,0.171,-0.106,0.0405,0.0653
Hspbp1,Q6IMX7,0.312927880632864,0.10350950893815,1,1,FALSE,FALSE,FALSE,0.143,0.244,-0.129,0.0138,0.115
Hspd1,P63039,0.225791379354242,0.150421034235144,1,1,FALSE,FALSE,FALSE,0.202,0.245,-0.149,0.0529,0.0959
Hspe1,P26772,0.0665286062650537,0.0311897834141925,1,1,FALSE,FALSE,FALSE,0.338,0.416,-0.251,0.0866,0.165
Htra1,Q9QZK5,0.455199752272047,0.351745115898649,1,1,FALSE,FALSE,FALSE,0.139,0.175,-0.105,0.0343,0.0705
Hyou1,Q63617,0.184553212094333,0.0660571043738589,1,1,FALSE,FALSE,FALSE,0.252,0.369,-0.207,0.0445,0.162
Iah1,Q711G3,0.303067954452542,0.132023851845358,1,1,FALSE,FALSE,FALSE,0.199,0.304,-0.168,0.0314,0.136
Ide,P35559,0.396837481662187,0.278255544849575,1,1,FALSE,FALSE,FALSE,0.0815,0.106,-0.0625,0.019,0.0435
Idh1,P41562,0.401368139924504,0.0960317750733735,1,1,FALSE,FALSE,FALSE,0.217,0.462,-0.226,-0.00974,0.236
Idh2,P56574,0.665352178598513,0.909503910390099,1,1,FALSE,FALSE,FALSE,0.0638,-0.0167,-0.0157,0.0481,-0.0324
Idh3a,Q99NA5,0.111294560537034,0.0413879522651453,1,1,FALSE,FALSE,FALSE,0.282,0.384,-0.222,0.0603,0.162
Idh3B,Q68FX0,0.355983970431625,0.0341674321904801,1,1,FALSE,FALSE,FALSE,0.0903,0.236,-0.109,-0.0186,0.127
Idi1,O35760,0.625095017721864,0.141613856214628,1,1,FALSE,FALSE,FALSE,0.0505,0.163,-0.071,-0.0205,0.0916
Igfbp4,P21744,0.14456926391609,0.103096614863188,1,1,FALSE,FALSE,FALSE,0.306,0.349,-0.218,0.0879,0.13
Ik,Q66HG8,0.680759268062882,0.162029122813645,1,1,FALSE,FALSE,FALSE,0.0371,0.134,-0.0572,-0.02,0.0772
Il1rn,P25086,0.439733630094256,0.281170681278287,1,1,FALSE,FALSE,FALSE,0.119,0.169,-0.096,0.0229,0.0731
Ilf2,Q7TP98,0.761042576828624,0.141417520904648,1,1,FALSE,FALSE,FALSE,0.0268,0.139,-0.0553,-0.0286,0.0839
Ilf3,Q9JIL3,0.432892204138059,0.0263745194603248,1,1,FALSE,FALSE,FALSE,0.0717,0.238,-0.103,-0.0314,0.134
Impa1,P97697,0.703394576709939,0.131403433649718,1,1,FALSE,FALSE,FALSE,0.0503,0.215,-0.0883,-0.0381,0.126
Impdh1,D3ZLZ7,0.229186403291953,0.660130779034602,1,1,FALSE,FALSE,FALSE,0.39,0.136,-0.175,0.214,-0.039
Impdh2,E9PU28,0.622594634755033,0.0196383473963085,1,1,FALSE,FALSE,FALSE,0.0397,0.228,-0.0891,-0.0494,0.138
Inppl1,Q9WVR3,0.347384108654845,0.036842619707841,1,1,FALSE,FALSE,FALSE,0.0718,0.181,-0.0842,-0.0124,0.0967
Itgb1,P49134,0.440665294912261,0.342391412102911,1,1,FALSE,FALSE,FALSE,0.0865,0.108,-0.0647,0.0218,0.0429
Itpr3,Q63269,0.0360785707980217,0.0390847465068893,1,1,FALSE,FALSE,FALSE,0.382,0.374,-0.252,0.13,0.122
Jagn1,Q4KM64,0.238993200022404,0.17150397590295,1,1,FALSE,FALSE,FALSE,0.33,0.39,-0.24,0.0901,0.15
Jph2,Q2PS20,0.237466615548623,0.0172946634224644,1,1,FALSE,FALSE,FALSE,0.137,0.323,-0.153,-0.0164,0.17
Jup,Q6P0K8,0.905311358812772,0.0651232930929044,1,1,FALSE,FALSE,FALSE,-0.0142,-0.248,0.0875,0.0733,-0.161
Kars,Q5XIM7,0.646860334281557,0.151645686641106,1,1,FALSE,FALSE,FALSE,0.0432,0.144,-0.0625,-0.0193,0.0818
Katna1,Q6E0V2,0.314546349131323,0.545180165226781,1,1,FALSE,FALSE,FALSE,0.436,0.256,-0.231,0.205,0.0256
Kdelc2,Q566E5,0.691114790873231,0.161797110062024,1,1,FALSE,FALSE,FALSE,-0.0434,-0.163,0.0687,0.0253,-0.094
Khdrbs1,Q91V33,0.455395274533017,0.176085738051501,1,1,FALSE,FALSE,FALSE,0.122,0.232,-0.118,0.00425,0.114
Khsrp,Q99PF5,0.0643792429981954,0.0049809441068885,1,1,FALSE,FALSE,FALSE,0.206,0.372,-0.193,0.0135,0.179
Kif2a,Q9WV63,0.58241568174478,0.0282952526888373,1,1,FALSE,FALSE,FALSE,0.06,0.282,-0.114,-0.0539,0.168
Kif5b,Q2PQA9,0.205594803643051,0.134995691268573,1,1,FALSE,FALSE,FALSE,0.331,0.4,-0.243,0.0873,0.156
Kpna1,P83953,0.0685822813039613,0.0238367618447806,1,1,FALSE,FALSE,FALSE,0.393,0.521,-0.305,0.0881,0.217
Kpnb1,P52296,0.589320256614025,0.311425928189549,1,1,FALSE,FALSE,FALSE,0.0772,0.148,-0.0752,0.00197,0.0733
Lamp1,P14562,0.569917618640283,0.524149883378033,1,1,FALSE,FALSE,FALSE,0.18,0.202,-0.127,0.0524,0.0748
Lamp2,P17046,0.37749160171235,0.261740179551286,1,1,FALSE,FALSE,FALSE,0.149,0.193,-0.114,0.0352,0.0789
Lap3,Q68FS4,0.431522698626201,0.372319801899141,1,1,FALSE,FALSE,FALSE,0.127,0.145,-0.0909,0.0365,0.0544
Larp7,Q5XI01,0.993530061633597,0.575011869775446,1,1,FALSE,FALSE,FALSE,-0.00118,0.0823,-0.0271,-0.0282,0.0553
Lasp1,Q99MZ8,0.324808880821943,0.326290043238025,1,1,FALSE,FALSE,FALSE,0.199,0.198,-0.132,0.0664,0.0658
Ldha,P04642,0.22339545136373,0.165523091945228,1,1,FALSE,FALSE,FALSE,0.187,0.217,-0.135,0.0526,0.082
Ldhb,P42123,0.9058089067523,0.222298509135568,1,1,FALSE,FALSE,FALSE,0.0319,-0.347,0.105,0.137,-0.242
Lepre1,Q9R1J8,0.946573821054921,0.591765246659842,1,1,FALSE,FALSE,FALSE,-0.00985,-0.0796,0.0298,0.02,-0.0498
Letm1,Q5XIN6,0.672273508955569,0.449719103955964,1,1,FALSE,FALSE,FALSE,-0.0473,0.0856,-0.0128,-0.06,0.0728
Lgals1,P11762,0.164911099596463,0.498071007283275,1,1,FALSE,FALSE,FALSE,0.187,0.0867,-0.0912,0.0958,-0.00458
Lima1,F1LR10,0.0388266750573362,0.176206828970871,1,1,FALSE,FALSE,FALSE,0.311,0.186,-0.166,0.145,0.0205
Lmna,P48679,0.373263363353638,0.566852654987657,1,1,FALSE,FALSE,FALSE,0.103,0.0654,-0.0562,0.0471,0.00916
Lmnb1,P70615,0.12133544638157,0.0374121034200219,1,1,FALSE,FALSE,FALSE,0.226,0.326,-0.184,0.042,0.142
Lnpep,P97629,0.781598108198533,0.871659087341406,1,1,FALSE,FALSE,FALSE,0.0325,0.0189,-0.0171,0.0154,0.00177
Lonp1,Q924S5,0.449831857413798,0.265611374484113,1,1,FALSE,FALSE,FALSE,0.124,0.187,-0.104,0.0203,0.0833
Lox,P16636,0.550121455485274,0.497543306103882,1,1,FALSE,FALSE,FALSE,0.135,0.154,-0.0965,0.0388,0.0577
Lpcat1,Q1HAQ0,0.29495629209022,0.0452284627867656,1,1,FALSE,FALSE,FALSE,0.0825,0.175,-0.086,-0.00344,0.0894
Lpp,Q5XI07,0.105659995687561,0.0292382309995864,1,1,FALSE,FALSE,FALSE,0.168,0.244,-0.137,0.0303,0.107
Lrp1,G3V928,0.100514656220409,0.0244227853959569,1,1,FALSE,FALSE,FALSE,0.226,0.338,-0.188,0.0379,0.15
Lrpprc,Q5SGE0,0.255068541800459,0.0297207611145753,1,1,FALSE,FALSE,FALSE,0.132,0.285,-0.139,-0.00726,0.146
Lrrc59,Q5RJR8,0.383204989511373,0.649873818862102,1,1,FALSE,FALSE,FALSE,0.213,0.109,-0.107,0.106,0.00151
Lrrfip1,Q66HF9,0.287613787052373,0.108070804697632,1,1,FALSE,FALSE,FALSE,0.249,0.396,-0.215,0.0339,0.181
Lsg1,Q5BJT6,0.385936529639274,0.0816629285545579,1,1,FALSE,FALSE,FALSE,0.142,0.31,-0.151,-0.00848,0.159
Lss,P48450,0.301442918598613,0.403129313757891,1,1,FALSE,FALSE,FALSE,0.244,0.195,-0.147,0.0979,0.0487
Lta4h,P30349,0.0544214451487646,0.0945540999472773,1,1,FALSE,FALSE,FALSE,0.218,0.183,-0.134,0.0842,0.0495
M6pr,Q6AY20,0.743127763552533,0.935552625793296,1,1,FALSE,FALSE,FALSE,-0.0438,-0.0108,0.0182,-0.0256,0.00742
Macf1,D3ZHV2,0.0536177703980882,0.00772525480282511,1,1,FALSE,FALSE,FALSE,0.163,0.255,-0.139,0.0233,0.116
Man2a1,P28494,0.232700618540631,0.365108235442229,1,1,FALSE,FALSE,FALSE,0.349,0.259,-0.203,0.146,0.0565
Maoa,P21396,0.304340628194127,0.397050617144584,1,1,FALSE,FALSE,FALSE,0.526,0.428,-0.318,0.208,0.11
Map1a,P34926,0.243488495602009,0.185452448894142,1,1,FALSE,FALSE,FALSE,0.209,0.241,-0.15,0.0591,0.0907
Map1b,P15205,0.52590805205233,0.056821299650292,1,1,FALSE,FALSE,FALSE,-0.0505,-0.17,0.0735,0.0231,-0.0966
Map1lc3b,Q62625-2,0.777630865444755,0.350588945638869,1,1,FALSE,FALSE,FALSE,-0.0341,-0.116,0.05,0.0159,-0.066
Map1s,P0C5W1,0.333351544441143,0.0662668793869564,1,1,FALSE,FALSE,FALSE,0.0895,0.185,-0.0916,-0.00216,0.0938
Map2k1,Q01986,0.941225252355782,0.917092424900994,1,1,FALSE,FALSE,FALSE,0.00762,0.0108,-0.00613,0.00149,0.00464
Map4,Q5M7W5,0.955512696057062,0.305138947848154,1,1,FALSE,FALSE,FALSE,0.0044,0.0839,-0.0294,-0.025,0.0545
Map6,Q63560,0.615996685861253,0.0840002987062075,1,1,FALSE,FALSE,FALSE,0.0585,0.222,-0.0935,-0.035,0.129
Mapk1,P63086,0.253020336844092,0.0541564575189373,1,1,FALSE,FALSE,FALSE,0.12,0.22,-0.113,0.00648,0.107
Mapk14,P70618,0.932381763147473,0.0183062542836054,1,1,FALSE,FALSE,FALSE,-0.0146,0.498,-0.161,-0.176,0.337
Mapk15,Q9Z2A6,0.866124028959347,0.733090399392631,1,1,FALSE,FALSE,FALSE,0.0294,0.0596,-0.0296,-0.000283,0.0299
Mapk3,P21708,0.0451287024478649,0.00817807776902256,1,1,FALSE,FALSE,FALSE,0.287,0.425,-0.237,0.0498,0.188
Mat2a,P18298,0.433572323838197,0.127811221797287,1,1,FALSE,FALSE,FALSE,0.093,0.192,-0.095,-0.00204,0.097
Matr3,P43244,0.0632472588019378,0.0324899164541813,1,1,FALSE,FALSE,FALSE,0.353,0.424,-0.259,0.0941,0.165
Mcm6,Q62724,0.147697429457571,0.0882834977106386,1,1,FALSE,FALSE,FALSE,0.247,0.299,-0.182,0.0648,0.117
Mdh1,O88989,0.171070751656884,0.0539970501214941,1,1,FALSE,FALSE,FALSE,0.14,0.211,-0.117,0.0232,0.0941
Me1,P13697,0.973961991335292,0.417896744524641,1,1,FALSE,FALSE,FALSE,-0.00624,-0.158,0.0549,0.0486,-0.104
Mefv,Q9JJ25,0.753678879547939,0.390951807133489,1,1,FALSE,FALSE,FALSE,-0.0556,-0.155,0.0703,0.0147,-0.0851
Mesdc2,Q5U2R7,0.56574492653897,0.549458123693995,1,1,FALSE,FALSE,FALSE,0.0728,0.0759,-0.0496,0.0232,0.0264
Metap2,P38062,0.733507446737244,0.307847713771636,1,1,FALSE,FALSE,FALSE,0.0492,0.152,-0.0671,-0.0179,0.085
Mfge8,P70490,0.611025965866811,0.305215814822079,1,1,FALSE,FALSE,FALSE,0.045,0.0932,-0.046,-0.00108,0.0471
Mgea5,Q8VIJ5,0.131682283004076,0.131476034665732,1,1,FALSE,FALSE,FALSE,0.144,0.144,-0.0957,0.0478,0.0479
Micu1,Q6P6Q9,0.462518678060373,0.428000349911283,1,1,FALSE,FALSE,FALSE,0.0808,0.0874,-0.0561,0.0247,0.0313
Mif,P30904,0.660570578999589,0.768017933617753,1,1,FALSE,FALSE,FALSE,-0.263,0.176,0.029,-0.234,0.205
Mink1,F1LP90,0.216822004190961,0.0539133191219697,1,1,FALSE,FALSE,FALSE,0.185,0.312,-0.165,0.0191,0.146
Minpp1,O35217,0.433933117082939,0.110209955237706,1,1,FALSE,FALSE,FALSE,0.0976,0.214,-0.104,-0.00608,0.11
Mkln1,Q99PV3,0.11094114975698,0.00556684181968539,1,1,FALSE,FALSE,FALSE,0.143,0.303,-0.149,-0.00553,0.154
Mlec,Q5FVQ4,0.525450609658546,0.365370273140054,1,1,FALSE,FALSE,FALSE,0.101,0.145,-0.082,0.0186,0.0634
Mob1a,Q3T1J9,0.295940218486464,0.273933613927512,1,1,FALSE,FALSE,FALSE,0.166,0.174,-0.113,0.0525,0.0609
Mrc2,Q4TU93,0.581176554021498,0.937358842711154,1,1,FALSE,FALSE,FALSE,0.115,0.0162,-0.0437,0.0712,-0.0275
Mri1,Q5HZE4,0.931891168189205,0.826157695834653,1,1,FALSE,FALSE,FALSE,-0.0157,0.0405,-0.00824,-0.024,0.0322
Mrpl22,P0C2C0,0.280880735397268,0.211687186410854,1,1,FALSE,FALSE,FALSE,0.275,0.324,-0.2,0.0758,0.124
Mrpl3,P18665,0.288572517859907,0.371771393587751,1,1,FALSE,FALSE,FALSE,0.281,0.234,-0.172,0.109,0.0622
Mrpl38,Q5PQN9,0.887597197156353,0.886214234111212,1,1,FALSE,FALSE,FALSE,-0.0372,-0.0377,0.025,-0.0123,-0.0127
Mrps31,B0BN56,0.438928266578816,0.909373979309434,1,1,FALSE,FALSE,FALSE,0.0972,0.014,-0.0371,0.0601,-0.0231
Msh2,P54275,0.51151415975116,0.563296043716581,1,1,FALSE,FALSE,FALSE,0.0684,0.06,-0.0428,0.0256,0.0172
Msn,O35763,0.0361211119174518,0.0226259839392189,1,1,FALSE,FALSE,FALSE,0.43,0.482,-0.304,0.126,0.178
Mt-atp8,P11608,0.203410798556181,0.426577529313684,1,1,FALSE,FALSE,FALSE,0.305,0.184,-0.163,0.142,0.0211
Mta1,Q62599,0.954676268076722,0.338637095078228,1,1,FALSE,FALSE,FALSE,-0.0053,0.0922,-0.029,-0.0343,0.0632
Mthfd1,P27653,0.810483765556326,0.102284673016188,1,1,FALSE,FALSE,FALSE,0.0308,0.23,-0.0871,-0.0563,0.143
Mtr,Q9Z2Q4,0.897474128375972,0.864491390902324,1,1,FALSE,FALSE,FALSE,-0.0454,0.0601,-0.00492,-0.0503,0.0552
Mvd,Q62967,0.428504177641938,0.313031287002067,1,1,FALSE,FALSE,FALSE,0.247,0.319,-0.188,0.0582,0.13
Mvp,Q62667,0.302202731988949,0.307848224347924,1,1,FALSE,FALSE,FALSE,0.151,0.149,-0.1,0.051,0.0491
Mybbp1a,O35821,0.162264648485761,0.0146984096322729,1,1,FALSE,FALSE,FALSE,0.128,0.26,-0.129,-0.00112,0.13
Myg1,Q641W2,0.594416589674007,0.13868554778974,1,1,FALSE,FALSE,FALSE,0.0491,0.146,-0.065,-0.0159,0.081
Myh10,Q9JLT0,0.516935003178577,0.755596592607124,1,1,FALSE,FALSE,FALSE,0.131,-0.0624,-0.023,0.108,-0.0854
Myh9,Q62812,0.290356313666036,0.44517043678772,1,1,FALSE,FALSE,FALSE,0.205,0.145,-0.117,0.0882,0.0285
Myl3,P16409,0.359108160257487,0.854191008300724,1,1,FALSE,FALSE,FALSE,0.141,0.0275,-0.0562,0.0849,-0.0287
Myl6,Q64119,0.99069000829925,0.138181415447143,1,1,FALSE,FALSE,FALSE,0.00122,-0.168,0.0556,0.0568,-0.112
Myo1c,Q63355,0.646068603386816,0.697446396349197,1,1,FALSE,FALSE,FALSE,0.055,0.0465,-0.0338,0.0212,0.0126
Myo1d,Q63357,0.52342978296463,0.133012314516344,1,1,FALSE,FALSE,FALSE,0.0931,0.234,-0.109,-0.0159,0.125
Nampt,Q80Z29,0.653320947191246,0.993405347362674,1,1,FALSE,FALSE,FALSE,0.124,0.00227,-0.0422,0.0821,-0.0399
Nap1l4,Q5U2Z3,0.731224162156837,0.950887352713607,1,1,FALSE,FALSE,FALSE,-0.0348,0.00621,0.00951,-0.0252,0.0157
Napa,P54921,0.696228586848072,0.45748657551285,1,1,FALSE,FALSE,FALSE,-0.0356,0.0688,-0.011,-0.0467,0.0577
Nasp,Q66HD3,0.577067559935368,0.0998801310368314,1,1,FALSE,FALSE,FALSE,0.0647,0.208,-0.0908,-0.0261,0.117
Ncam1,P13596,0.259474420683921,0.374772311879511,1,1,FALSE,FALSE,FALSE,0.389,0.301,-0.23,0.159,0.0711
Nceh1,B2GV54,0.709834866204601,0.0655839744854173,1,1,FALSE,FALSE,FALSE,-0.025,0.139,-0.0379,-0.0629,0.101
Nckap1,P55161,0.681760337882466,0.0342408643871084,1,1,FALSE,FALSE,FALSE,0.0512,0.309,-0.12,-0.0688,0.189
Ncl,P13383,0.379106173518556,0.0994629393939004,1,1,FALSE,FALSE,FALSE,0.101,0.202,-0.101,-0.000241,0.101
Ndrg1,Q6JE36,0.466211604455323,0.740122901074289,1,1,FALSE,FALSE,FALSE,0.0771,0.0346,-0.0373,0.0399,-0.00264
