"","ID_uniprot","GeneID_entrez"
"2516","Q6PIU2",57552
"81","Q6PJG2",91748
"707","Q6PJG6",221927
"4332","Q6PJI9",79726
"4383","Q6PJT7",79882
"2114","Q6PKG0",23367
"598","Q6PL18",29028
"3971","Q6PL24",283578
"4379","Q6R2W3",114821
"4334","Q6RFH5",54663
"416","Q6RW13",57085
"2983","Q6S8J3",445582
"2437","Q6UB35",25902
"1541","Q6UN15",81608
"1111","Q6UW02",57404
"3982","Q6UW68",374882
"1962","Q6UWB1",9466
"2183","Q6UWE0",90678
"2123","Q6UWP7",253558
"1099","Q6UX04",10283
"2300","Q6UX53",196410
"17","Q6UXV4",139322
"74","Q6V1X1",54878
"2762","Q6VY07",55690
"2352","Q6WCQ1",23164
"3194","Q6WKZ4",80223
"158","Q6XQN6",93100
"1253","Q6XZF7",23268
"105","Q6Y1H2",201562
"1646","Q6Y7W6",26058
"832","Q6YHK3",135228
"3927","Q6YHU6",63892
"1901","Q6YN16",84263
"44","Q6YP21",56267
"3020","Q6ZMI0",129285
"2583","Q6ZNB6",152518
"3189","Q6ZRP7",169714
"2333","Q6ZRQ5",253714
"1500","Q6ZRV2",286077
"554","Q6ZSZ5",23370
"4182","Q6ZU65",254048
"1718","Q6ZVF9",285513
"4016","Q6ZVM7",146691
"2792","Q6ZW49",22976
"3998","Q6ZXV5",160418
"4288","Q709C8",54832
"3255","Q70E73",65059
"4214","Q70J99",201294
"1959","Q70UQ0",121457
"1839","Q71DI3",126961
"2115","Q71RC2",113251
"1772","Q71UI9",94239
"116","Q75QN2",55656
"2623","Q76FK4",55035
"3840","Q7KZ85",6830
"3682","Q7KZF4",27044
"2246","Q7KZI7",2011
"1166","Q7L014",9879
"4079","Q7L0Y3",54931
"722","Q7L1Q6",9689
"594","Q7L266",80150
"1204","Q7L2E3",22907
"1353","Q7L2H7",10480
"135","Q7L2J0",56257
"1110","Q7L576",23191
"2544","Q7L592",55471
"1633","Q7L5D6",51608
"1005","Q7L5N1",10980
"1401","Q7L775",9852
"1205","Q7L7V1",55760
"1516","Q7L8L6",60493
"1262","Q7L8W6",89978
"2046","Q7LBC6",51780
"1894","Q7LGA3",9653
"2311","Q7RTP6",57553
"2886","Q7RTV0",84844
"316","Q7RTV5",195827
"1427","Q7Z2K6",79956
"4081","Q7Z2T5",81627
"4386","Q7Z2W4",56829
"2368","Q7Z2W9",219927
"78","Q7Z2Z2",79631
"4055","Q7Z392",60684
"2700","Q7Z3B4",53371
"607","Q7Z3C6",79065
"730","Q7Z3D6",80017
"732","Q7Z3J2",57020
"3312","Q7Z3J3",285190
"2954","Q7Z3K3",23126
"4392","Q7Z3T8",9765
"2341","Q7Z3U7",23041
"2464","Q7Z406",79784
"2685","Q7Z417",57532
"2253","Q7Z434",57506
"1203","Q7Z478",54505
"994","Q7Z4G1",170622
"1784","Q7Z4H7",54801
"2043","Q7Z4H8",143888
"4106","Q7Z4L5",79809
"1797","Q7Z4Q2",55027
"2069","Q7Z4S6",55605
"1791","Q7Z4V5",84717
"1142","Q7Z4W1",51181
"4310","Q7Z5K2",23063
"1998","Q7Z5L9",359948
"3264","Q7Z6E9",5930
"236","Q7Z6J0",57630
"1572","Q7Z6J6",84978
"1928","Q7Z6Z7",10075
"4371","Q7Z739",253943
"2054","Q7Z7F0",22889
"2393","Q7Z7F7",128308
"3968","Q7Z7H5",222068
"147","Q7Z7H8",124995
"959","Q7Z7K0",152100
"884","Q7Z7K6",201161
"1606","Q7Z7M9",11227
"1608","Q86SF2",51809
"3507","Q86SQ7",10806
"1658","Q86SX6",51218
"2790","Q86TB9",219988
"2847","Q86TG7",23089
"1265","Q86TI2",91039
"3856","Q86TM6",84447
"4088","Q86TN4",83707
"3557","Q86TU7",84193
"362","Q86TX2",641371
"2003","Q86U28",122961
"2635","Q86U38",161424
"2761","Q86U42",8106
"2298","Q86U44",56339
"304","Q86U90",79693
"2431","Q86UE4",92140
"4405","Q86UK7",90850
"2097","Q86UP2",3895
"2603","Q86UT6",79671
"4249","Q86UV5",84196
"157","Q86UY6",79829
"2664","Q86UY8",51559
"315","Q86V21",65985
"2201","Q86V48",7798
"473","Q86V81",10189
"88","Q86V87",64760
"1994","Q86VI3",128239
"306","Q86VM9",124245
"3881","Q86VP1",8887
"765","Q86VP6",55832
"87","Q86VR2",162427
"1885","Q86VS8",84376
"61","Q86VX2",149951
"3934","Q86W42",79228
"2992","Q86W92",8496
"704","Q86WA6",670
"2164","Q86WA8",83752
"4387","Q86WB0",51530
"902","Q86WJ1",9557
"2646","Q86WQ0",126382
"3981","Q86WV6",340061
"3241","Q86X10",57148
"3242","Q86X27",55103
"2195","Q86X29",51599
"86","Q86X53",157697
"779","Q86X55",10498
"992","Q86X83",51122
"91","Q86XK2",80204
"1165","Q86XP3",11325
"4307","Q86Y07",7444
"2531","Q86Y39",126328
"1229","Q86Y56",54919
"3818","Q86Y82",23673
"1615","Q86YP4",54815
"1891","Q86YV9",79803
"1997","Q8IU81",26145
"1416","Q8IUD2",23085
"2318","Q8IUF8",84864
"4390","Q8IUH4",54503
"1046","Q8IUI8",51379
"572","Q8IUR7",25852
"262","Q8IUX1",55863
"481","Q8IV38",57037
"1423","Q8IV48",90459
"2677","Q8IVD9",23386
"422","Q8IVF2",113146
"1560","Q8IVF7",91010
"2132","Q8IVL5",55214
"2133","Q8IVL6",10536
"2259","Q8IVS2",27349
"2323","Q8IVT2",126353
"888","Q8IW35",79598
"39","Q8IW45",55739
"4335","Q8IWA0",84128
"4316","Q8IWB7",57590
"3916","Q8IWB9",55852
"1480","Q8IWE2",92689
"2303","Q8IWI9",23269
"1623","Q8IWJ2",9648
"273","Q8IWR1",286827
"2887","Q8IWS0",84295
"4381","Q8IWT0",339487
"2179","Q8IWT6",56262
"4187","Q8IWV7",197131
"4188","Q8IWV8",23304
"905","Q8IWX8",10523
"480","Q8IWZ3",54882
"250","Q8IWZ8",57794
"3830","Q8IX01",10147
"4200","Q8IX04",55293
"795","Q8IX12",55749
"1239","Q8IXB1",54431
"2571","Q8IXH7",51497
"3318","Q8IXI1",89941
"668","Q8IXM2",124944
"2382","Q8IXM3",64975
"2081","Q8IXQ5",55975
"2788","Q8IXQ6",83666
"209","Q8IXT5",389677
"3626","Q8IXU6",54733
"2950","Q8IY17",10908
"3662","Q8IY18",23137
"1178","Q8IY21",55601
"1951","Q8IY31",90410
"2313","Q8IY33",79778
"1207","Q8IY37",57647
"2039","Q8IY47",25948
"3261","Q8IY67",125950
"1578","Q8IY81",117246
"130","Q8IYB1",151963
"3759","Q8IYB3",10250
"1219","Q8IYB7",129563
"3841","Q8IYB8",6832
"103","Q8IYD1",23708
"1453","Q8IYI6",149371
"3929","Q8IYQ7",79896
"2062","Q8IYS2",90231
"2038","Q8IYT4",83473
"2315","Q8IYU8",221154
"482","Q8IZ07",88455
"4082","Q8IZ69",27037
"1371","Q8IZ81",255520
"452","Q8IZ83",126133
"4356","Q8IZH2",54464
"2848","Q8IZL8",27043
"339","Q8IZP0",10006
"4283","Q8N0U8",154807
"1489","Q8N128",283635
"976","Q8N129",245812
"2731","Q8N138",94103
"5","Q8N142",122622
"796","Q8N163",57805
"2542","Q8N183",91942
"4304","Q8N1B4",6293
"2704","Q8N1F7",9688
"4407","Q8N1G0",57592
"56","Q8N1G2",23070
"2176","Q8N1G4",57470
"1980","Q8N201",26173
"195","Q8N271",150696
"571","Q8N2F6",83787
"1643","Q8N2G8",84514
"3854","Q8N2H4",90196
"336","Q8N2K0",26090
"264","Q8N2U0",254863
"182","Q8N2W9",51588
"1711","Q8N335",23171
"18","Q8N392",93663
"587","Q8N3C0",10973
"2312","Q8N3F8",85377
"291","Q8N3P4",23355
"3785","Q8N3U4",10735
"3851","Q8N3V7",11346
"1766","Q8N442",60558
"1114","Q8N465",728294
"1605","Q8N4A0",8693
"2319","Q8N4C8",50488
"2331","Q8N4V1",93380
"6","Q8N4X5",84632
"2722","Q8N543",55239
"2746","Q8N573",55074
"3746","Q8N5C6",55133
"923","Q8N5K1",493856
"648","Q8N5M1",91647
"4110","Q8N5M4",283237
"2030","Q8N5M9",84522
"2390","Q8N5N7",54534
"1037","Q8N684",79869
"540","Q8N6H7",84364
"2094","Q8N6L1",200185
"171","Q8N6M0",51633
"539","Q8N6T3",55738
"3593","Q8N6T7",51548
"1374","Q8N766",23065
"2765","Q8N7H5",54623
"1502","Q8N7N1",85002
"821","Q8N7R7",151195
"4191","Q8N806",55148
"13","Q8N8A2",91526
"1171","Q8N8A6",317781
"199","Q8N8N7",145482
"2592","Q8N8Q9",81614
"1384","Q8N8S7",55740
"26","Q8N8Y2",245972
"2384","Q8N983",84545
"2177","Q8N9N7",255252
"2091","Q8N9T8",65095
"311","Q8NAF0",163033
"2976","Q8NAT1",84892
"3079","Q8NAV1",84950
"176","Q8NB37",347862
"486","Q8NB46",283373
"616","Q8NB49",286410
"3725","Q8NB90",166378
"2586","Q8NBF2",374354
"659","Q8NBF6",23080
"4358","Q8NBI6",152002
"1700","Q8NBJ4",51280
"990","Q8NBJ5",79709
"251","Q8NBJ7",25870
"4155","Q8NBM4",337867
"3991","Q8NBN3",25963
"3296","Q8NBN7",112724
"1897","Q8NBQ5",51170
"4139","Q8NBS9",81567
"597","Q8NBU5",84896
"3493","Q8NBX0",51097
"4399","Q8NC26",163071
"214","Q8NC42",284996
"3550","Q8NC51",26135
"2128","Q8NC56",221496
"2612","Q8NC60",84273
"2562","Q8NC96",25977
"1505","Q8NCA5",25940
"155","Q8NCE2",64419
"2578","Q8NCF5",84901
"1117","Q8NCG7",221955
"915","Q8NCH0",113189
"1607","Q8NCL4",11226
"2840","Q8NCN5",55066
"525","Q8NCW5",128240
"3670","Q8ND04",55181
"2188","Q8ND56",26065
"2237","Q8NDC0",93487
"2639","Q8NDH3",79716
"1321","Q8NDI1",23301
"3271","Q8NDT2",29890
"966","Q8NE01",26505
"330","Q8NE71",23
"2271","Q8NE86",90550
"2904","Q8NEB9",5289
"1740","Q8NEC7",79807
"1498","Q8NEG4",113828
"2584","Q8NEJ9",25983
"3586","Q8NEM2",79801
"3837","Q8NEM7",55578
"1465","Q8NEV8",23086
"3624","Q8NEW0",148867
"2506","Q8NEY1",89796
"1526","Q8NEZ5",26263
"2165","Q8NF37",79888
"3849","Q8NF91",23345
"1552","Q8NFF5",80308
"2698","Q8NFH3",348995
"2697","Q8NFH4",79023
"2696","Q8NFH5",129401
"102","Q8NFJ5",9052
"673","Q8NFJ9",582
"4028","Q8NFQ8",163590
"335","Q8NFV4",83451
"957","Q8NFW8",55907
"610","Q8NHH9",64225
"2343","Q8NHP6",158747
"1174","Q8NHQ9",57696
"1069","Q8NHU0",441519
"3909","Q8NHU6",23424
"2564","Q8NHV4",121441
"2262","Q8NI22",90411
"3931","Q8NI27",57187
"4325","Q8NI36",134430
"3042","Q8NI37",160760
"4","Q8NI60",56997
"1595","Q8TAE8",90480
"1451","Q8TAG9",54536
"277","Q8TAM2",123016
"3021","Q8TAP8",221908
"3654","Q8TAQ2",6601
"2641","Q8TAT6",55666
"1102","Q8TB03",159013
"3724","Q8TB22",64847
"2671","Q8TB37",80224
"1185","Q8TB45",64798
"3170","Q8TB72",23369
"1697","Q8TBA6",9950
"2079","Q8TBB5",54758
"4152","Q8TBC4",9039
"4389","Q8TBF4",85437
"3616","Q8TBP6",55972
"3979","Q8TBQ9",153339
"2909","Q8TBX8",79837
"3885","Q8TC07",64786
"3295","Q8TC12",51109
"2373","Q8TCC3",51263
"2660","Q8TCD5",30833
"2059","Q8TCG1",57650
"3816","Q8TCJ2",201595
"2952","Q8TCS8",87178
"3736","Q8TCT7",56928
"1849","Q8TCT9",81502
"4231","Q8TCY9",55665
"690","Q8TD16",23299
"2568","Q8TD19",91754
"1720","Q8TD30",84706
"1281","Q8TDB6",151636
"1173","Q8TDD1",79039
"70","Q8TDJ6",23312
"1224","Q8TDM6",9231
"31","Q8TDN6",55299
"3327","Q8TDP1",84153
"1691","Q8TDQ7",132789
"3775","Q8TE77",54961
"1280","Q8TEA8",92675
"4255","Q8TED0",84135
"1723","Q8TED1",493869
"2695","Q8TEM1",23225
"1632","Q8TEQ6",25929
"2899","Q8TEQ8",84720
"1988","Q8TEX9",79711
"3035","Q8TF05",9989
"4157","Q8TF42",84959
"2615","Q8WTT2",64318
"58","Q8WTW3",9382
"3184","Q8WU10",79912
"228","Q8WU76",152579
"3646","Q8WU79",64744
"4384","Q8WU90",55854
"3004","Q8WUA2",85313
"1759","Q8WUA4",2976
"2883","Q8WUB8",55274
"799","Q8WUD4",151903
"3987","Q8WUH6",90488
"200","Q8WUK0",114971
"2689","Q8WUM0",55746
"2821","Q8WUM4",10015
"1519","Q8WUP2",54751
"754","Q8WUQ7",58509
"713","Q8WUW1",55845
"912","Q8WUX9",91782
"3928","Q8WUY1",51337
"3569","Q8WV19",113402
"180","Q8WV24",22822
"3146","Q8WV60",79810
"2131","Q8WVC0",123169
"2676","Q8WVJ2",134492
"3919","Q8WVM0",51106
"3495","Q8WVM8",23256
"4056","Q8WVT3",51112
"1876","Q8WVV9",92906
"1510","Q8WVX9",84188
"287","Q8WVY7",134510
"2810","Q8WW12",57092
"245","Q8WW59",283377
"742","Q8WWC4",79568
"4091","Q8WWH5",142940
"2159","Q8WWI1",4008
"240","Q8WWI5",23446
"924","Q8WWK9",26586
"653","Q8WWM7",11273
"2889","Q8WWQ0",55023
"3078","Q8WWY3",26121
"2570","Q8WX92",25920
"2776","Q8WX93",23022
"3460","Q8WXA3",55680
"3748","Q8WXA9",140890
"3140","Q8WXF1",55269
"609","Q8WXF7",51062
"253","Q8WXH0",23224
"1249","Q8WXX5",23234
"712","Q8WY22",140707
"1077","Q8WYA6",56259
"417","Q8WYP5",25909
"897","Q8WYQ3",400916
"213","Q8WZ73",117584
"2744","Q8WZ82",124641
"2207","Q8WZA0",84328
"2001","Q8WZA9",126298
"3675","Q92485",27293
"1149","Q92499",1653
"1495","Q92520",10447
"1771","Q92522",8971
"3136","Q92530",9491
"1620","Q92538",8729
"241","Q92540",9887
"2525","Q92542",23385
"3962","Q92544",9777
"2406","Q92552",23107
"519","Q92572",1176
"4193","Q92575",23190
"2885","Q92576",23469
"2528","Q92597",10397
"1922","Q92598",10808
"3548","Q92599",23176
"3434","Q92600",9125
"125","Q92604",9926
"3889","Q92609",9779
"2471","Q92614",399687
"2116","Q92615",23185
"1627","Q92616",10985
"1208","Q92620",9785
"2694","Q92621",23165
"487","Q92625",23294
"183","Q92643",10026
"2409","Q92665",10240
"437","Q92667",8165
"3717","Q92673",6653
"467","Q92685",10195
"492","Q92688",10541
"3226","Q92696",5875
"3922","Q92734",10342
"574","Q92747",10552
"1756","Q92759",2968
"106","Q92769",3066
"3786","Q92783",8027
"1259","Q92785",5977
"2134","Q92791",10609
"1042","Q92793",1387
"3847","Q92797",8189
"3863","Q92804",8148
"1443","Q92817",2125
"1641","Q92820",8836
"1151","Q92841",10521
"2076","Q92845",22920
"40","Q92851",843
"3234","Q92878",10111
"879","Q92879",10658
"2742","Q92882",26578
"552","Q92888",9138
"4202","Q92890",7353
"1653","Q92896",2734
"4217","Q92900",5976
"47","Q92903",1040
"63","Q92905",10987
"1714","Q92917",27238
"3653","Q92922",6599
"3656","Q92925",6603
"3220","Q92930",51762
"2050","Q92945",8570
"1624","Q92947",2639
"4009","Q92973",3842
"555","Q92974",9181
"1381","Q92979",10436
"4252","Q93008",8239
"4251","Q93009",7874
"1093","Q93034",8065
"2282","Q93074",9968
"2891","Q93100",5257
"226","Q969E2",113178
"1890","Q969F9",84343
"3657","Q969G3",6605
"3066","Q969G5",112464
"2462","Q969H8",56005
"2219","Q969L2",114569
"4162","Q969M7",140739
"2902","Q969N2",51604
"3380","Q969Q0",6166
"3138","Q969U7",56984
"2521","Q969V3",56926
"2451","Q969V5",79594
"1420","Q969X5",57222
"921","Q969X6",84916
"1764","Q969Y2",84705
"3898","Q969Z0",9238
"2243","Q969Z3",54996
"1487","Q96A26",26355
"805","Q96A33",57003
"2370","Q96A35",79590
"3846","Q96A49",94056
"3986","Q96A57",29058
"1449","Q96A65",60412
"2216","Q96A72",55110
"3310","Q96AA3",91869
"2008","Q96AB3",79763
"1534","Q96AC1",10979
"1579","Q96AE4",8880
"2178","Q96AG4",55379
"2489","Q96AH0",64859
"2795","Q96AQ6",57326
"3347","Q96AT9",6120
"4295","Q96AX1",65082
"1543","Q96AY3",60681
"1463","Q96B26",11340
"3977","Q96B96",57146
"3583","Q96B97",30011
"3637","Q96BD0",28231
"3594","Q96BD8",220134
"3334","Q96BH1",64320
"425","Q96BJ3",64853
"1370","Q96BJ8",79767
"568","Q96BM9",127829
"3043","Q96BP3",23398
"980","Q96BR5",65260
"471","Q96BT7",91801
"3872","Q96BW9",132001
"1256","Q96BY6",55619
"1485","Q96C01",84908
"1317","Q96C19",79180
"1600","Q96C23",130589
"3855","Q96C24",94121
"3180","Q96C36",29920
"1133","Q96C86",28960
"3018","Q96C90",26472
"370","Q96CM8",80221
"2007","Q96CN7",51015
"1476","Q96CS3",23197
"800","Q96CT7",115098
"1570","Q96CU9",55572
"513","Q96CW1",1173
"4126","Q96CW5",10426
"2041","Q96CX2",115207
"3293","Q96D15",57333
"2604","Q96D46",51068
"3301","Q96D71",85021
"1244","Q96DA6",131118
"3324","Q96DB5",51115
"2679","Q96DE0",131870
"958","Q96DG6",134147
"2418","Q96DH6",124540
"3684","Q96DI7",9410
"734","Q96DM3",29919
"2378","Q96DV4",64978
"3451","Q96DX4",89970
"1424","Q96DZ1",27248
"151","Q96E11",92399
"2432","Q96E29",51001
"1373","Q96EB1",26610
"111","Q96ED9",29911
"3534","Q96EE3",81929
"2056","Q96EK5",26128
"1692","Q96EK6",64841
"2096","Q96EK9",112970
"149","Q96EL2",64951
"2391","Q96EL3",116540
"2099","Q96EM0",112849
"2337","Q96EN8",55034
"1122","Q96EP5",26528
"3469","Q96ER3",113174
"806","Q96ER9",79714
"737","Q96EU7",29071
"1232","Q96EY1",9093
"3963","Q96EY4",55319
"2453","Q96EY5",93343
"3147","Q96EY7",55037
"2330","Q96EY8",326625
"1304","Q96F86",80153
"859","Q96FF9",113130
"3789","Q96FJ0",57559
"1291","Q96FJ2",140735
"296","Q96FK6",112840
"1028","Q96FN4",221184
"223","Q96FQ6",140576
"3502","Q96FV2",90507
"3930","Q96FV9",9984
"2743","Q96FW1",55611
"274","Q96FX7",115708
"55","Q96FZ5",112616
"911","Q96FZ7",79643
"2874","Q96G03",55276
"1969","Q96G21",92856
"889","Q96G23",29956
"2291","Q96G25",112950
"2198","Q96GA3",84946
"3515","Q96GA7",113675
"2388","Q96GC5",51642
"657","Q96GD4",9212
"1141","Q96GG9",54165
"1478","Q96GK7",51011
"3655","Q96GM5",6602
"4012","Q96GM8",114034
"1159","Q96GQ7",55661
"2248","Q96GW9",92935
"2249","Q96GX5",84930
"523","Q96GX9",51074
"2472","Q96H55",80179
"266","Q96HA7",4796
"2837","Q96HC4",10611
"1428","Q96HE7",30001
"420","Q96HN2",23382
"2745","Q96HP4",92106
"2493","Q96HR8",92345
"2869","Q96HS1",192111
"3989","Q96HV5",90407
"1983","Q96HW7",92105
"1147","Q96HY6",65992
"3496","Q96I15",51540
"1580","Q96I24",8939
"3272","Q96I25",84991
"4314","Q96I51",81554
"2503","Q96I59",79731
"3828","Q96I99",8801
"2169","Q96II8",84859
"1668","Q96IJ6",29926
"1888","Q96IR7",84842
"337","Q96IU4",84836
"2585","Q96IV0",55768
"4234","Q96IX5",84833
"2657","Q96IY1",25936
"2791","Q96IZ0",5074
"221","Q96IZ7",51319
"3932","Q96J01",84321
"2012","Q96J02",83737
"985","Q96JB2",83548
"871","Q96JB5",80279
"290","Q96JC1",23339
"1295","Q96JC9",85403
"801","Q96JG6",55610
"4276","Q96JH7",80124
"1369","Q96JJ3",63916
"4002","Q96JJ7",54495
"896","Q96JM3",283489
"944","Q96JQ2",79789
"2835","Q96JY6",64236
"719","Q96K17",91408
"307","Q96K21",84936
"4248","Q96K76",55031
"949","Q96KA5",81037
"2794","Q96KB5",55872
"3503","Q96KG9",57410
"1501","Q96KN1",157638
"1447","Q96KP1",55770
"963","Q96KP4",55748
"4391","Q96KR1",51663
"1392","Q96L91",57634
"3706","Q96L92",81609
"2066","Q96L93",55614
"1247","Q96LL9",84277
"3089","Q96M27",133619
"1523","Q96ME1",80028
"987","Q96MW5",84342
"4337","Q96MX6",116143
"748","Q96N11",79034
"2257","Q96N66",79143
"90","Q96ND0",125228
"798","Q96NT0",84317
"2659","Q96P11",55695
"3398","Q96P16",55197
"407","Q96P47",116988
"533","Q96P48",116985
"1992","Q96P70",55705
"2309","Q96PC5",4253
"1130","Q96PD2",131566
"3269","Q96PK6",10432
"4062","Q96PN7",55809
"4211","Q96PU4",115426
"2566","Q96PU5",23327
"3188","Q96PU8",9444
"2130","Q96PV6",114823
"3174","Q96PZ0",54517
"4061","Q96Q05",83696
"4086","Q96Q11",51095
"3668","Q96Q15",23049
"472","Q96Q42",57679
"3016","Q96QC0",5514
"3628","Q96QD8",54407
"1588","Q96QD9",84248
"3911","Q96QE5",79736
"4297","Q96QK1",55737
"3172","Q96QR8",5814
"3721","Q96R06",10615
"2779","Q96RD7",24145
"2490","Q96RE7",112939
"3704","Q96RF0",112574
"4287","Q96RL7",23230
"2285","Q96RN5",51586
"1635","Q96RP9",85476
"2260","Q96RQ3",56922
"2675","Q96RS6",84955
"1415","Q96RT1",55914
"4128","Q96RT7",85378
"4244","Q96RU2",57646
"1563","Q96RU3",23048
"4033","Q96S44",112858
"2901","Q96S52",94005
"4344","Q96S55",56897
"3249","Q96S59",10048
"4181","Q96S82",84993
"3024","Q96SB3",84687
"3756","Q96SB4",6732
"3663","Q96SB8",79677
"3810","Q96SI9",55342
"3983","Q96SK2",84928
"2029","Q96ST2",55677
"3591","Q96ST3",25942
"2739","Q96SU4",114883
"292","Q96SY0",81556
"870","Q96SZ6",51654
"3448","Q96T23",51773
"3270","Q96T37",64783
"3459","Q96T51",80230
"187","Q96T60",11284
"2332","Q96T76",64210
"4210","Q96T88",29128
"1484","Q96TA1",64855
"4369","Q96TA2",10730
"3325","Q96TC7",55177
"2460","Q99417",26292
"1113","Q99418",9266
"3892","Q99426",1155
"3109","Q99436",5695
"964","Q99439",1265
"3532","Q99442",7095
"2813","Q99447",5833
"856","Q99459",988
"3118","Q99460",5707
"2860","Q99471",5204
"3331","Q99496",6045
"2783","Q99497",11315
"2575","Q99519",4758
"4271","Q99536",10493
"2140","Q99538",5641
"2928","Q99541",123
"1245","Q99543",27000
"146","Q99547",10200
"2348","Q99549",54737
"2703","Q99567",4927
"2920","Q99569",8502
"2906","Q99570",30849
"2978","Q99575",10940
"3466","Q99584",6284
"3488","Q99590",9169
"4097","Q99598",7257
"3541","Q99611",22928
"1343","Q99613",8663
"4105","Q99614",7265
"1248","Q99615",7266
"728","Q99622",113246
"2882","Q99623",11331
"1008","Q99627",10920
"3236","Q99638",5883
"2916","Q99640",9088
"3513","Q99643",6391
"914","Q99653",11261
"143","Q99685",11343
"652","Q99700",6311
"2445","Q99707",4548
"1896","Q99714",3028
"3590","Q99720",10280
"1866","Q99729",3182
"2500","Q99733",4676
"45","Q99741",990
"4136","Q99757",25828
"323","Q99758",21
"2322","Q99797",4285
"361","Q99798",50
"3960","Q99805",9375
"4095","Q99816",7251
"919","Q99828",10519
"1027","Q99829",8904
"828","Q99832",10574
"1296","Q99848",10969
"3071","Q99873",3276
"1822","Q99878",8331
"1823","Q99879",8342
"184","Q99959",5318
"3580","Q99961",6455
"4306","Q99986",7443
"443","Q99996",10142
"2594","Q9BPW8",8508
"2511","Q9BPX3",64151
"580","Q9BPX5",81873
"2314","Q9BPX6",10367
"2771","Q9BPZ3",51247
"2239","Q9BPZ7",79109
"4393","Q9BQ24",79038
"1170","Q9BQ39",79009
"2375","Q9BQ48",64981
"1367","Q9BQ52",60528
"735","Q9BQ61",79002
"1732","Q9BQ67",83743
"2212","Q9BQ69",28992
"259","Q9BQ70",22980
"961","Q9BQ75",84319
"1303","Q9BQ95",51295
"4336","Q9BQA1",79084
"4282","Q9BQB6",79001
"1260","Q9BQC3",1802
"2394","Q9BQC6",78988
"89","Q9BQD7",65990
"4115","Q9BQE3",84790
"527","Q9BQE5",23780
"2458","Q9BQG0",10514
"1533","Q9BQL6",55612
"1587","Q9BQS8",79443
"1011","Q9BR76",57175
"4138","Q9BRA2",84817
"2900","Q9BRB3",9091
"1031","Q9BRF8",55313
"4291","Q9BRG1",84313
"749","Q9BRJ6",84310
"2209","Q9BRK4",84445
"3509","Q9BRK5",51150
"2817","Q9BRP1",84306
"4339","Q9BRP8",84305
"901","Q9BRQ6",84303
"427","Q9BRQ8",84883
"400","Q9BRR6",83440
"99","Q9BRR8",55094
"4221","Q9BRT2",84300
"2316","Q9BRT3",84299
"2150","Q9BRT6",84298
"43","Q9BRT8",55871
"1649","Q9BRT9",84296
"4258","Q9BRU9",84294
"1648","Q9BRX5",64785
"1493","Q9BRX8",84293
"4069","Q9BRZ2",81844
"1430","Q9BS26",23071
"2617","Q9BSC4",79954
"107","Q9BSE4",64224
"3860","Q9BSH4",51204
"1794","Q9BSH5",81932
"4125","Q9BSJ2",10844
"1435","Q9BSJ8",23344
"3456","Q9BST9",6242
"4093","Q9BSV6",79042
"900","Q9BSY4",84269
"975","Q9BT09",10695
"2435","Q9BT17",92170
"10","Q9BT22",56052
"1978","Q9BT40",51763
"2526","Q9BT67",80762
"3139","Q9BT73",84262
"1004","Q9BT78",51138
"1215","Q9BTC0",11083
"2427","Q9BTC8",57504
"3281","Q9BTD8",79171
"67","Q9BTE1",84516
"2269","Q9BTE3",79892
"493","Q9BTT0",81611
"2281","Q9BTT4",84246
"181","Q9BTU6",55361
"3990","Q9BTV4",79188
"3893","Q9BTW9",6904
"4113","Q9BTX7",79183
"1198","Q9BTZ2",10901
"2155","Q9BU23",91289
"2543","Q9BU61",25915
"48","Q9BU64",79172
"1258","Q9BU89",83475
"4122","Q9BUF5",84617
"750","Q9BUH6",286257
"190","Q9BUI4",10623
"1880","Q9BUJ2",11100
"2421","Q9BUK6",55154
"2815","Q9BUL8",11235
"1923","Q9BUP3",10553
"1157","Q9BUQ8",9416
"4343","Q9BUR4",55135
"528","Q9BUR5",79135
"739","Q9BV19",79078
"338","Q9BV23",57406
"293","Q9BV38",57418
"4266","Q9BV40",8673
"260","Q9BV44",25917
"397","Q9BV57",55256
"3330","Q9BV68",55658
"2279","Q9BV79",51102
"2667","Q9BV86",28989
"4119","Q9BVA1",347733
"743","Q9BVC5",79074
"3974","Q9BVC6",79073
"2793","Q9BVG4",51260
"2616","Q9BVI4",79050
"4254","Q9BVJ6",10813
"1284","Q9BVJ7",54935
"3972","Q9BVK6",54732
"2706","Q9BVL2",9818
"1687","Q9BVP2",26354
"4085","Q9BVS5",55006
"3999","Q9BVT8",83590
"2702","Q9BW27",79902
"82","Q9BW60",64834
"1813","Q9BW72",192286
"1952","Q9BW83",11020
"812","Q9BW85",55702
"2684","Q9BW91",53343
"3879","Q9BW92",80222
"355","Q9BWD1",39
"3280","Q9BWF3",5936
"1581","Q9BWH2",65991
"3345","Q9BWH6",26015
"233","Q9BWJ5",83443
"3572","Q9BWM7",81855
"303","Q9BWQ6",78992
"3632","Q9BWU0",22950
"2189","Q9BX40",149986
"256","Q9BX59",55080
"108","Q9BX68",84681
"717","Q9BX70",55643
"3574","Q9BX95",81537
"2735","Q9BXB4",114885
"2734","Q9BXB5",114884
"3195","Q9BXF6",26056
"2485","Q9BXJ9",80155
"684","Q9BXK5",23786
"3761","Q9BXP5",51593
"3190","Q9BXR0",81890
"507","Q9BXS5",8907
"729","Q9BXV9",84520
